spend_id,campaign_id,spend_date,amount_spent,impressions,clicks
487,INSTA_REEL,2025-07-16,6061.61,48643,2153
488,REFERRAL,2025-07-16,10207.45,13229,324
489,FB_JAN,2025-07-17,14234.58,43834,429
490,GOOGLE_SEARCH,2025-07-17,2866.37,30667,828
491,INSTA_REEL,2025-07-17,3654.19,43725,1009
492,REFERRAL,2025-07-17,8657.89,14663,2276
493,FB_JAN,2025-07-18,7791.39,10188,2016
494,GOOGLE_SEARCH,2025-07-18,2436.4,44968,928
495,INSTA_REEL,2025-07-18,6582.28,41499,2382
496,REFERRAL,2025-07-18,2896.2,24200,2573
497,FB_JAN,2025-07-19,12675.86,30728,1088
498,GOOGLE_SEARCH,2025-07-19,2225.61,32954,2607
499,INSTA_REEL,2025-07-19,7548.72,30274,348
500,REFERRAL,2025-07-19,6144.07,6971,2162
501,FB_JAN,2025-07-20,4908.63,25572,1849
502,GOOGLE_SEARCH,2025-07-20,7245.94,36903,1422
503,INSTA_REEL,2025-07-20,14366.15,2875,2061
504,REFERRAL,2025-07-20,2536.43,30780,1690
505,FB_JAN,2025-07-21,8799.52,24436,2109
506,GOOGLE_SEARCH,2025-07-21,10797.25,6966,2606
507,INSTA_REEL,2025-07-21,11318.57,8266,301
508,REFERRAL,2025-07-21,1116.59,46814,985
509,FB_JAN,2025-07-22,5882.83,5474,95
510,GOOGLE_SEARCH,2025-07-22,7153.66,41763,268
511,INSTA_REEL,2025-07-22,4470.84,35336,444
512,REFERRAL,2025-07-22,6750.35,26239,2469
513,FB_JAN,2025-07-23,12812.0,37536,1447
514,GOOGLE_SEARCH,2025-07-23,5732.41,7337,665
515,INSTA_REEL,2025-07-23,4229.42,8852,908
516,REFERRAL,2025-07-23,11803.8,32678,2657
517,FB_JAN,2025-07-24,8764.62,27063,1195
518,GOOGLE_SEARCH,2025-07-24,2836.63,34310,398
519,INSTA_REEL,2025-07-24,9268.02,48527,751
520,REFERRAL,2025-07-24,8420.63,18348,2063
521,FB_JAN,2025-07-25,5738.18,18526,885
522,GOOGLE_SEARCH,2025-07-25,9028.87,32949,1133
523,INSTA_REEL,2025-07-25,5733.54,23492,1621
524,REFERRAL,2025-07-25,1137.48,38090,1724
525,FB_JAN,2025-07-26,2450.36,41913,622
526,GOOGLE_SEARCH,2025-07-26,7776.67,12519,2298
527,INSTA_REEL,2025-07-26,3273.54,3404,493
528,REFERRAL,2025-07-26,4279.88,9800,2944
529,FB_JAN,2025-07-27,11763.08,6212,1587
530,GOOGLE_SEARCH,2025-07-27,12593.5,3437,1951
531,INSTA_REEL,2025-07-27,10411.48,3624,2371
532,REFERRAL,2025-07-27,8902.21,38368,1534
533,FB_JAN,2025-07-28,8042.59,46060,951
534,GOOGLE_SEARCH,2025-07-28,13308.32,17512,1338
535,INSTA_REEL,2025-07-28,6898.19,43249,1254
536,REFERRAL,2025-07-28,5080.32,49998,845
537,FB_JAN,2025-07-29,4544.09,13551,919
538,GOOGLE_SEARCH,2025-07-29,14337.76,44040,1489
539,INSTA_REEL,2025-07-29,2667.2,34882,2589
540,REFERRAL,2025-07-29,2705.01,25923,1373
541,FB_JAN,2025-07-30,5265.58,30752,2876
542,GOOGLE_SEARCH,2025-07-30,7169.18,30744,1775
543,INSTA_REEL,2025-07-30,8928.19,26236,87
544,REFERRAL,2025-07-30,8944.72,45667,1152
545,FB_JAN,2025-07-31,14205.01,26176,1147
546,GOOGLE_SEARCH,2025-07-31,12641.22,14148,2650
547,INSTA_REEL,2025-07-31,11047.83,41801,533
548,REFERRAL,2025-07-31,6285.0,11788,2049
549,FB_JAN,2025-08-01,10307.99,38041,972
550,GOOGLE_SEARCH,2025-08-01,1088.25,2160,1895
551,INSTA_REEL,2025-08-01,9648.49,36145,1893
552,REFERRAL,2025-08-01,9543.54,19376,1497
553,FB_JAN,2025-08-02,12592.08,28132,832
554,GOOGLE_SEARCH,2025-08-02,4654.32,5466,2973
555,INSTA_REEL,2025-08-02,13206.36,37379,112
556,REFERRAL,2025-08-02,12063.06,7777,2677
557,FB_JAN,2025-08-03,3768.14,22846,1010
558,GOOGLE_SEARCH,2025-08-03,5158.24,37273,1380
559,INSTA_REEL,2025-08-03,7437.08,39356,1633
560,REFERRAL,2025-08-03,7272.24,40274,828
561,FB_JAN,2025-08-04,8031.93,19272,2599
562,GOOGLE_SEARCH,2025-08-04,12217.78,8148,2342
563,INSTA_REEL,2025-08-04,3591.24,4070,1607
564,REFERRAL,2025-08-04,1889.9,19393,372
565,FB_JAN,2025-08-05,7096.03,33858,945
566,GOOGLE_SEARCH,2025-08-05,5935.26,6604,2885
567,INSTA_REEL,2025-08-05,13193.72,43702,278
568,REFERRAL,2025-08-05,14371.69,4976,472
569,FB_JAN,2025-08-06,14212.79,29871,842
570,GOOGLE_SEARCH,2025-08-06,13417.43,47827,612
571,INSTA_REEL,2025-08-06,13742.05,49364,492
572,REFERRAL,2025-08-06,2091.8,9497,1699
573,FB_JAN,2025-08-07,11295.52,19767,2417
574,GOOGLE_SEARCH,2025-08-07,6756.63,29446,1683
575,INSTA_REEL,2025-08-07,14119.93,9891,2362
576,REFERRAL,2025-08-07,6515.86,11252,843
577,FB_JAN,2025-08-08,13977.15,32638,801
578,GOOGLE_SEARCH,2025-08-08,14964.3,25409,2053
579,INSTA_REEL,2025-08-08,11986.81,48113,138
580,REFERRAL,2025-08-08,6430.71,30863,2784
581,FB_JAN,2025-08-09,2121.39,17485,912
582,GOOGLE_SEARCH,2025-08-09,9633.75,4249,1234
583,INSTA_REEL,2025-08-09,6666.03,42596,1955
584,REFERRAL,2025-08-09,9153.23,41162,836
585,FB_JAN,2025-08-10,2937.25,45298,1230
586,GOOGLE_SEARCH,2025-08-10,8606.37,44780,2979
587,INSTA_REEL,2025-08-10,540.45,4462,587
588,REFERRAL,2025-08-10,4927.87,9496,1596
589,FB_JAN,2025-08-11,3549.31,44508,461
590,GOOGLE_SEARCH,2025-08-11,7869.4,26778,456
591,INSTA_REEL,2025-08-11,12663.79,46326,491
592,REFERRAL,2025-08-11,13592.47,14304,484
593,FB_JAN,2025-08-12,12108.4,35587,1698
594,GOOGLE_SEARCH,2025-08-12,7033.78,10774,793
595,INSTA_REEL,2025-08-12,11828.63,35098,75
596,REFERRAL,2025-08-12,9257.53,22351,1295
597,FB_JAN,2025-08-13,5639.46,38719,1076
598,GOOGLE_SEARCH,2025-08-13,12713.11,21640,352
599,INSTA_REEL,2025-08-13,11463.06,22644,790
600,REFERRAL,2025-08-13,8459.01,28179,2739
601,FB_JAN,2025-08-14,11859.38,7329,2528
602,GOOGLE_SEARCH,2025-08-14,5645.64,5068,1298
603,INSTA_REEL,2025-08-14,13356.26,22314,2023
604,REFERRAL,2025-08-14,4186.7,43803,165
605,FB_JAN,2025-08-15,6414.19,41127,1513
606,GOOGLE_SEARCH,2025-08-15,10482.74,5306,1806
607,INSTA_REEL,2025-08-15,13237.01,11240,2683
608,REFERRAL,2025-08-15,13175.61,26166,2009
609,FB_JAN,2025-08-16,11794.0,27221,471
610,GOOGLE_SEARCH,2025-08-16,12286.92,26010,1224
611,INSTA_REEL,2025-08-16,14349.67,26168,1804
612,REFERRAL,2025-08-16,10671.66,7699,356
613,FB_JAN,2025-08-17,11880.53,38279,2096
614,GOOGLE_SEARCH,2025-08-17,1937.75,2626,1636
615,INSTA_REEL,2025-08-17,9651.54,42932,2338
616,REFERRAL,2025-08-17,12865.4,19825,795
617,FB_JAN,2025-08-18,10638.45,26169,2327
618,GOOGLE_SEARCH,2025-08-18,6807.66,42193,2732
619,INSTA_REEL,2025-08-18,13953.12,48616,2303
620,REFERRAL,2025-08-18,13346.72,22216,2811
621,FB_JAN,2025-08-19,12385.74,13464,98
622,GOOGLE_SEARCH,2025-08-19,10885.12,10782,1968
623,INSTA_REEL,2025-08-19,12992.2,49800,521
624,REFERRAL,2025-08-19,11583.45,33637,461
625,FB_JAN,2025-08-20,3864.02,4044,537
626,GOOGLE_SEARCH,2025-08-20,9756.53,48825,245
627,INSTA_REEL,2025-08-20,721.79,13801,1342
628,REFERRAL,2025-08-20,9758.79,8057,894
629,FB_JAN,2025-08-21,6775.69,7952,2110
630,GOOGLE_SEARCH,2025-08-21,6743.24,40363,241
631,INSTA_REEL,2025-08-21,1905.2,32018,348
632,REFERRAL,2025-08-21,4474.55,42982,1130
633,FB_JAN,2025-08-22,10961.33,27937,297
634,GOOGLE_SEARCH,2025-08-22,5739.96,21343,2162
635,INSTA_REEL,2025-08-22,12566.69,26195,404
636,REFERRAL,2025-08-22,13669.07,34551,2869
637,FB_JAN,2025-08-23,12202.35,31565,2943
638,GOOGLE_SEARCH,2025-08-23,1578.95,34399,1898
639,INSTA_REEL,2025-08-23,10877.26,8970,1549
640,REFERRAL,2025-08-23,2350.18,33697,1997
641,FB_JAN,2025-08-24,10812.65,21842,1224
642,GOOGLE_SEARCH,2025-08-24,11038.5,8553,1392
643,INSTA_REEL,2025-08-24,4905.35,39788,2396
644,REFERRAL,2025-08-24,2106.97,41242,189
645,FB_JAN,2025-08-25,7255.95,23316,2819
646,GOOGLE_SEARCH,2025-08-25,1596.01,12920,2520
647,INSTA_REEL,2025-08-25,10662.47,48292,334
648,REFERRAL,2025-08-25,13543.0,10649,1721
649,FB_JAN,2025-08-26,3661.16,21794,2693
650,GOOGLE_SEARCH,2025-08-26,2639.17,4429,2189
651,INSTA_REEL,2025-08-26,3010.23,36198,1481
652,REFERRAL,2025-08-26,6838.99,11461,2225
653,FB_JAN,2025-08-27,3348.7,47300,1903
654,GOOGLE_SEARCH,2025-08-27,7095.51,29318,2865
655,INSTA_REEL,2025-08-27,3311.49,40603,2097
656,REFERRAL,2025-08-27,13810.55,5983,1410
657,FB_JAN,2025-08-28,13788.67,25160,2107
658,GOOGLE_SEARCH,2025-08-28,6777.91,28463,827
659,INSTA_REEL,2025-08-28,9238.96,12249,612
660,REFERRAL,2025-08-28,2292.55,39162,1302
661,FB_JAN,2025-08-29,5617.21,45088,1601
662,GOOGLE_SEARCH,2025-08-29,8510.23,29353,63
663,INSTA_REEL,2025-08-29,5651.56,48171,1313
664,REFERRAL,2025-08-29,3503.35,15017,1908
665,FB_JAN,2025-08-30,12145.0,39479,570
666,GOOGLE_SEARCH,2025-08-30,9664.23,10495,1430
667,INSTA_REEL,2025-08-30,7928.45,49989,2021
668,REFERRAL,2025-08-30,3427.12,43132,72
669,FB_JAN,2025-08-31,6018.2,4527,2949
670,GOOGLE_SEARCH,2025-08-31,8174.7,9220,80
671,INSTA_REEL,2025-08-31,3787.81,35436,1662
672,REFERRAL,2025-08-31,586.85,14206,1642
673,FB_JAN,2025-09-01,12369.16,27746,2591
674,GOOGLE_SEARCH,2025-09-01,8669.72,8403,2623
675,INSTA_REEL,2025-09-01,13489.15,19268,111
676,REFERRAL,2025-09-01,13257.94,8419,2124
677,FB_JAN,2025-09-02,11896.33,15981,1802
678,GOOGLE_SEARCH,2025-09-02,5574.59,38907,2196
679,INSTA_REEL,2025-09-02,8288.56,8498,2159
680,REFERRAL,2025-09-02,638.05,36934,1005
681,FB_JAN,2025-09-03,2491.73,40024,2361
682,GOOGLE_SEARCH,2025-09-03,5718.24,13284,262
683,INSTA_REEL,2025-09-03,7791.55,19336,2137
684,REFERRAL,2025-09-03,9374.55,46356,2290
685,FB_JAN,2025-09-04,7058.07,47460,1905
686,GOOGLE_SEARCH,2025-09-04,14527.24,21455,86
687,INSTA_REEL,2025-09-04,10845.77,49937,1530
688,REFERRAL,2025-09-04,7413.89,17242,706
689,FB_JAN,2025-09-05,4085.46,3501,239
690,GOOGLE_SEARCH,2025-09-05,7829.3,36517,2256
691,INSTA_REEL,2025-09-05,8029.48,32799,237
692,REFERRAL,2025-09-05,2069.7,14728,531
693,FB_JAN,2025-09-06,5800.26,11662,1837
694,GOOGLE_SEARCH,2025-09-06,7452.94,36269,853
695,INSTA_REEL,2025-09-06,4296.5,10877,1608
696,REFERRAL,2025-09-06,4874.8,28402,1962
697,FB_JAN,2025-09-07,10470.57,34530,730
698,GOOGLE_SEARCH,2025-09-07,10373.92,10878,2186
699,INSTA_REEL,2025-09-07,9141.39,49375,2733
700,REFERRAL,2025-09-07,13278.53,44002,2493
701,FB_JAN,2025-09-08,4423.24,19535,2198
702,GOOGLE_SEARCH,2025-09-08,2415.69,19601,1533
703,INSTA_REEL,2025-09-08,9957.31,1398,1251
704,REFERRAL,2025-09-08,14723.05,45192,159
705,FB_JAN,2025-09-09,7409.12,49276,2675
706,GOOGLE_SEARCH,2025-09-09,1686.88,18483,148
707,INSTA_REEL,2025-09-09,13447.65,32829,2447
708,REFERRAL,2025-09-09,9437.72,41495,1946
709,FB_JAN,2025-09-10,7649.93,28936,717
710,GOOGLE_SEARCH,2025-09-10,12421.03,11734,1709
711,INSTA_REEL,2025-09-10,8201.58,16213,2153
712,REFERRAL,2025-09-10,940.33,18017,2923
713,FB_JAN,2025-09-11,14225.05,24472,1790
714,GOOGLE_SEARCH,2025-09-11,12595.33,30415,2975
715,INSTA_REEL,2025-09-11,9385.34,20931,2461
716,REFERRAL,2025-09-11,13272.9,16338,1363
717,FB_JAN,2025-09-12,5031.44,27881,2849
718,GOOGLE_SEARCH,2025-09-12,14808.16,26944,1711
719,INSTA_REEL,2025-09-12,2103.74,46592,1047
720,REFERRAL,2025-09-12,7130.37,20386,2796
721,FB_JAN,2025-09-13,5795.11,28722,1945
722,GOOGLE_SEARCH,2025-09-13,5882.77,40629,1989
723,INSTA_REEL,2025-09-13,7082.64,16392,582
724,REFERRAL,2025-09-13,629.52,35934,1116
725,FB_JAN,2025-09-14,920.99,36962,2166
726,GOOGLE_SEARCH,2025-09-14,14298.64,11593,1622
727,INSTA_REEL,2025-09-14,6052.1,38017,1362
728,REFERRAL,2025-09-14,2247.33,46475,1854
729,FB_JAN,2025-09-15,4499.55,3154,2151
730,GOOGLE_SEARCH,2025-09-15,13237.19,11086,270
731,INSTA_REEL,2025-09-15,14230.17,40309,456
732,REFERRAL,2025-09-15,4579.4,45840,532
733,FB_JAN,2025-09-16,11790.23,3833,1836
734,GOOGLE_SEARCH,2025-09-16,5064.18,18121,106
735,INSTA_REEL,2025-09-16,8825.98,3364,2962
736,REFERRAL,2025-09-16,6962.09,36427,1542
737,FB_JAN,2025-09-17,3270.83,9960,233
738,GOOGLE_SEARCH,2025-09-17,2719.06,43759,2504
739,INSTA_REEL,2025-09-17,12551.76,31217,1443
740,REFERRAL,2025-09-17,539.27,18704,124
741,FB_JAN,2025-09-18,13958.27,43145,395
742,GOOGLE_SEARCH,2025-09-18,649.15,47143,182
743,INSTA_REEL,2025-09-18,8824.9,5375,1668
744,REFERRAL,2025-09-18,12996.34,21727,1191
745,FB_JAN,2025-09-19,7756.0,10382,1671
746,GOOGLE_SEARCH,2025-09-19,10166.26,11065,219
747,INSTA_REEL,2025-09-19,5848.44,46540,944
748,REFERRAL,2025-09-19,3369.42,4079,321
749,FB_JAN,2025-09-20,12599.11,12116,1613
750,GOOGLE_SEARCH,2025-09-20,704.79,37464,287
751,INSTA_REEL,2025-09-20,8196.27,39251,2114
752,REFERRAL,2025-09-20,4775.98,36230,1312
753,FB_JAN,2025-09-21,6795.16,8136,1424
754,GOOGLE_SEARCH,2025-09-21,12175.23,36529,2349
755,INSTA_REEL,2025-09-21,7971.02,24137,2241
756,REFERRAL,2025-09-21,861.96,39261,159
757,FB_JAN,2025-09-22,4254.0,20655,2410
758,GOOGLE_SEARCH,2025-09-22,5440.13,21236,2276
759,INSTA_REEL,2025-09-22,4464.93,5285,2510
760,REFERRAL,2025-09-22,7261.63,28254,1809
761,FB_JAN,2025-09-23,14156.55,16801,2916
762,GOOGLE_SEARCH,2025-09-23,14119.51,31970,2312
763,INSTA_REEL,2025-09-23,5768.4,18344,2743
764,REFERRAL,2025-09-23,5701.57,49064,127
765,FB_JAN,2025-09-24,11211.81,34246,2122
766,GOOGLE_SEARCH,2025-09-24,11136.61,25843,1283
767,INSTA_REEL,2025-09-24,13393.86,10322,2921
768,REFERRAL,2025-09-24,9648.84,8086,1826
769,FB_JAN,2025-09-25,6823.16,7128,1968
770,GOOGLE_SEARCH,2025-09-25,11652.92,33452,165
771,INSTA_REEL,2025-09-25,9245.35,1852,2803
772,REFERRAL,2025-09-25,10577.51,12946,2128
773,FB_JAN,2025-09-26,10604.35,10263,89
774,GOOGLE_SEARCH,2025-09-26,7555.74,3106,2257
775,INSTA_REEL,2025-09-26,4769.18,4862,2711
776,REFERRAL,2025-09-26,1666.78,45648,1451
777,FB_JAN,2025-09-27,14862.5,24771,645
778,GOOGLE_SEARCH,2025-09-27,8230.16,9743,1463
779,INSTA_REEL,2025-09-27,789.7,29432,2532
780,REFERRAL,2025-09-27,1693.03,45935,2460
781,FB_JAN,2025-09-28,7952.79,8857,2770
782,GOOGLE_SEARCH,2025-09-28,2752.59,36612,705
783,INSTA_REEL,2025-09-28,4493.5,23786,1610
784,REFERRAL,2025-09-28,13824.96,23274,2461
785,FB_JAN,2025-09-29,9338.95,37030,2449
786,GOOGLE_SEARCH,2025-09-29,2704.01,12702,1359
787,INSTA_REEL,2025-09-29,4847.53,19649,2497
788,REFERRAL,2025-09-29,6625.34,15805,2006
789,FB_JAN,2025-09-30,11215.75,25376,1398
790,GOOGLE_SEARCH,2025-09-30,8867.29,30744,218
791,INSTA_REEL,2025-09-30,10565.19,26776,578
792,REFERRAL,2025-09-30,5758.53,12329,1157
793,FB_JAN,2025-10-01,10640.38,10056,377
794,GOOGLE_SEARCH,2025-10-01,10063.87,38594,1426
795,INSTA_REEL,2025-10-01,5781.04,35163,1141
796,REFERRAL,2025-10-01,6579.16,24889,2439
797,FB_JAN,2025-10-02,1908.1,31577,2570
798,GOOGLE_SEARCH,2025-10-02,4382.57,13095,2649
799,INSTA_REEL,2025-10-02,8902.4,27472,1793
800,REFERRAL,2025-10-02,7867.68,15843,468
801,FB_JAN,2025-10-03,14661.55,14683,1730
802,GOOGLE_SEARCH,2025-10-03,5863.13,26996,1148
803,INSTA_REEL,2025-10-03,5820.16,17994,1409
804,REFERRAL,2025-10-03,13432.2,10266,2716
805,FB_JAN,2025-10-04,3505.48,37566,1369
806,GOOGLE_SEARCH,2025-10-04,8580.59,48339,2729
807,INSTA_REEL,2025-10-04,9606.11,47225,797
808,REFERRAL,2025-10-04,7790.83,19030,283
809,FB_JAN,2025-10-05,3116.68,38350,1000
810,GOOGLE_SEARCH,2025-10-05,13750.13,12863,1687
811,INSTA_REEL,2025-10-05,8451.28,13182,588
812,REFERRAL,2025-10-05,4745.86,7954,1224
813,FB_JAN,2025-10-06,8532.29,37300,2116
814,GOOGLE_SEARCH,2025-10-06,3210.11,15711,141
815,INSTA_REEL,2025-10-06,6662.36,15014,280
816,REFERRAL,2025-10-06,13096.49,27607,2622
817,FB_JAN,2025-10-07,3202.08,2722,177
818,GOOGLE_SEARCH,2025-10-07,3506.2,20791,1372
819,INSTA_REEL,2025-10-07,9997.91,45844,1188
820,REFERRAL,2025-10-07,12727.23,41520,850
821,FB_JAN,2025-10-08,4561.89,38376,624
822,GOOGLE_SEARCH,2025-10-08,10443.82,14449,1439
823,INSTA_REEL,2025-10-08,9655.8,6967,1502
824,REFERRAL,2025-10-08,7422.43,25067,2125
825,FB_JAN,2025-10-09,12313.79,17344,1838
826,GOOGLE_SEARCH,2025-10-09,6475.6,6651,208
827,INSTA_REEL,2025-10-09,3464.34,7617,2972
828,REFERRAL,2025-10-09,5815.39,33639,2521
829,FB_JAN,2025-10-10,10032.32,30049,2014
830,GOOGLE_SEARCH,2025-10-10,10697.94,36929,1720
831,INSTA_REEL,2025-10-10,10395.41,33560,2516
832,REFERRAL,2025-10-10,10891.65,17533,129
833,FB_JAN,2025-10-11,5300.91,15476,1112
834,GOOGLE_SEARCH,2025-10-11,11609.58,8359,965
835,INSTA_REEL,2025-10-11,13554.3,42478,374
836,REFERRAL,2025-10-11,13174.07,4183,222
837,FB_JAN,2025-10-12,5451.11,48825,1701
838,GOOGLE_SEARCH,2025-10-12,3215.63,48988,1038
839,INSTA_REEL,2025-10-12,7208.41,25019,2118
840,REFERRAL,2025-10-12,9421.72,20888,1135
841,FB_JAN,2025-10-13,2528.4,47707,2625
842,GOOGLE_SEARCH,2025-10-13,4322.24,45845,525
843,INSTA_REEL,2025-10-13,2933.38,9803,2069
844,REFERRAL,2025-10-13,3541.48,13800,1310
845,FB_JAN,2025-10-14,12903.46,9350,518
846,GOOGLE_SEARCH,2025-10-14,8524.3,38698,981
847,INSTA_REEL,2025-10-14,2198.32,2124,2819
848,REFERRAL,2025-10-14,2844.82,40405,2430
849,FB_JAN,2025-10-15,10681.13,34642,2566
850,GOOGLE_SEARCH,2025-10-15,14494.4,1325,2033
851,INSTA_REEL,2025-10-15,7821.62,4911,1817
852,REFERRAL,2025-10-15,1128.41,38224,807
853,FB_JAN,2025-10-16,7144.33,45333,1315
854,GOOGLE_SEARCH,2025-10-16,5151.69,14789,590
855,INSTA_REEL,2025-10-16,5221.58,8604,1437
856,REFERRAL,2025-10-16,13226.51,45050,1797
857,FB_JAN,2025-10-17,3881.25,37116,2839
858,GOOGLE_SEARCH,2025-10-17,12937.48,31806,2928
859,INSTA_REEL,2025-10-17,5096.56,41659,686
860,REFERRAL,2025-10-17,11860.37,9271,1514
861,FB_JAN,2025-10-18,2686.86,33570,1714
862,GOOGLE_SEARCH,2025-10-18,4701.2,47797,2432
863,INSTA_REEL,2025-10-18,6764.54,8377,2262
864,REFERRAL,2025-10-18,576.7,44154,2625
865,FB_JAN,2025-10-19,13245.99,24873,2258
866,GOOGLE_SEARCH,2025-10-19,12610.11,29086,2439
867,INSTA_REEL,2025-10-19,6790.41,42714,887
868,REFERRAL,2025-10-19,1209.48,18311,1559
869,FB_JAN,2025-10-20,1452.58,8314,2349
870,GOOGLE_SEARCH,2025-10-20,7543.6,5013,2462
871,INSTA_REEL,2025-10-20,12707.35,39999,2799
872,REFERRAL,2025-10-20,9830.74,3500,1659
873,FB_JAN,2025-10-21,14160.55,49126,201
874,GOOGLE_SEARCH,2025-10-21,11517.06,20601,2499
875,INSTA_REEL,2025-10-21,12889.88,12925,128
876,REFERRAL,2025-10-21,9848.87,29878,1385
877,FB_JAN,2025-10-22,11538.47,11809,457
878,GOOGLE_SEARCH,2025-10-22,2978.26,12824,115
879,INSTA_REEL,2025-10-22,4560.84,8164,2247
880,REFERRAL,2025-10-22,13651.15,26216,270
881,FB_JAN,2025-10-23,13764.89,33993,1182
882,GOOGLE_SEARCH,2025-10-23,3497.73,13234,2347
883,INSTA_REEL,2025-10-23,10013.79,30229,2216
884,REFERRAL,2025-10-23,13055.85,41364,1049
885,FB_JAN,2025-10-24,11740.48,46276,1908
886,GOOGLE_SEARCH,2025-10-24,8578.11,21708,254
887,INSTA_REEL,2025-10-24,12241.69,7838,1904
888,REFERRAL,2025-10-24,7300.78,29737,897
889,FB_JAN,2025-10-25,3103.24,41403,2804
890,GOOGLE_SEARCH,2025-10-25,557.6,11797,141
891,INSTA_REEL,2025-10-25,1248.95,5993,736
892,REFERRAL,2025-10-25,13301.92,42150,1375
893,FB_JAN,2025-10-26,7550.87,5028,959
894,GOOGLE_SEARCH,2025-10-26,7184.45,10272,1246
895,INSTA_REEL,2025-10-26,12216.88,18446,2564
896,REFERRAL,2025-10-26,8767.8,45339,812
897,FB_JAN,2025-10-27,2314.57,49849,78
898,GOOGLE_SEARCH,2025-10-27,13091.95,27864,2147
899,INSTA_REEL,2025-10-27,6522.53,33734,2328
900,REFERRAL,2025-10-27,11248.11,23045,1350
901,FB_JAN,2025-10-28,689.35,43727,796
902,GOOGLE_SEARCH,2025-10-28,1091.96,10400,757
903,INSTA_REEL,2025-10-28,12815.09,12252,2504
904,REFERRAL,2025-10-28,12821.58,4576,1579
905,FB_JAN,2025-10-29,13630.58,20262,1861
906,GOOGLE_SEARCH,2025-10-29,11001.91,21014,2519
907,INSTA_REEL,2025-10-29,8708.65,14405,1501
908,REFERRAL,2025-10-29,7253.38,21257,487
909,FB_JAN,2025-10-30,2461.23,46065,644
910,GOOGLE_SEARCH,2025-10-30,4053.7,15393,1643
911,INSTA_REEL,2025-10-30,8592.95,19298,444
912,REFERRAL,2025-10-30,6864.75,5292,2970
913,FB_JAN,2025-10-31,14007.61,47454,2664
914,GOOGLE_SEARCH,2025-10-31,9580.66,42265,500
915,INSTA_REEL,2025-10-31,3032.78,7420,2339
916,REFERRAL,2025-10-31,5038.05,45753,228
917,FB_JAN,2025-11-01,7167.31,6455,162
918,GOOGLE_SEARCH,2025-11-01,14135.67,42448,799
919,INSTA_REEL,2025-11-01,7244.52,31601,839
920,REFERRAL,2025-11-01,14058.8,5274,1157
921,FB_JAN,2025-11-02,995.47,6080,1226
922,GOOGLE_SEARCH,2025-11-02,2897.43,49568,1149
923,INSTA_REEL,2025-11-02,4204.71,25379,1097
924,REFERRAL,2025-11-02,11888.2,40607,116
925,FB_JAN,2025-11-03,6286.62,43764,89
926,GOOGLE_SEARCH,2025-11-03,7405.51,2545,1315
927,INSTA_REEL,2025-11-03,2872.18,2348,1129
928,REFERRAL,2025-11-03,2636.34,22067,2044
929,FB_JAN,2025-11-04,7477.82,31894,89
930,GOOGLE_SEARCH,2025-11-04,8631.65,34523,121
931,INSTA_REEL,2025-11-04,10466.59,10511,2470
932,REFERRAL,2025-11-04,11398.52,12342,2873
933,FB_JAN,2025-11-05,14764.37,47141,2980
934,GOOGLE_SEARCH,2025-11-05,10453.79,27206,2554
935,INSTA_REEL,2025-11-05,10943.61,17568,1536
936,REFERRAL,2025-11-05,9475.64,31014,2762
937,FB_JAN,2025-11-06,11145.9,10663,956
938,GOOGLE_SEARCH,2025-11-06,1882.31,49084,1377
939,INSTA_REEL,2025-11-06,8336.55,24010,2514
940,REFERRAL,2025-11-06,11041.28,20966,2670
941,FB_JAN,2025-11-07,9247.43,1642,1310
942,GOOGLE_SEARCH,2025-11-07,3895.42,42330,2596
943,INSTA_REEL,2025-11-07,2616.34,47636,1268
944,REFERRAL,2025-11-07,4121.62,37167,97
945,FB_JAN,2025-11-08,8259.75,22104,2181
946,GOOGLE_SEARCH,2025-11-08,8618.43,12205,2184
947,INSTA_REEL,2025-11-08,4714.81,44105,1422
948,REFERRAL,2025-11-08,12910.23,44984,1324
949,FB_JAN,2025-11-09,6857.77,38952,374
950,GOOGLE_SEARCH,2025-11-09,7333.74,11589,1898
951,INSTA_REEL,2025-11-09,8269.06,23198,1563
952,REFERRAL,2025-11-09,9701.41,22785,1160
953,FB_JAN,2025-11-10,4135.66,27149,150
954,GOOGLE_SEARCH,2025-11-10,8359.27,4562,1247
955,INSTA_REEL,2025-11-10,12944.92,31946,274
956,REFERRAL,2025-11-10,8560.04,40656,1847
957,FB_JAN,2025-11-11,11186.06,36493,2138
958,GOOGLE_SEARCH,2025-11-11,2368.98,25108,2666
959,INSTA_REEL,2025-11-11,11384.87,17192,1424
960,REFERRAL,2025-11-11,9923.65,33222,411
961,FB_JAN,2025-11-12,6813.01,12604,1458
962,GOOGLE_SEARCH,2025-11-12,5038.46,15414,1012
963,INSTA_REEL,2025-11-12,11304.7,20483,1565
964,REFERRAL,2025-11-12,1986.49,15386,1808
965,FB_JAN,2025-11-13,14528.2,14292,176
966,GOOGLE_SEARCH,2025-11-13,10050.1,11289,742
967,INSTA_REEL,2025-11-13,14099.5,41823,634
968,REFERRAL,2025-11-13,5471.66,12165,305
969,FB_JAN,2025-11-14,9742.47,26251,1198
970,GOOGLE_SEARCH,2025-11-14,8069.39,32895,1295
971,INSTA_REEL,2025-11-14,6038.23,48150,2316
972,REFERRAL,2025-11-14,6315.01,10822,1229
973,FB_JAN,2025-11-15,14549.76,33648,2714
