view_id,user_id,content_id,view_timestamp,watch_duration_minutes,playback_failure,search_to_play
3376,1464,490,2026-08-14 00:19:00,23,0,0
3377,1505,60,2026-02-26 00:26:00,6,0,0
3378,1482,278,2026-08-24 00:40:00,15,0,0
3379,757,186,2026-08-29 00:30:00,81,0,1
3380,386,366,2026-06-17 00:41:00,49,0,0
3381,914,395,2026-08-26 00:35:00,11,0,0
3382,946,203,2026-04-14 00:31:00,6,0,1
3383,620,31,2026-02-22 00:34:00,22,1,0
3384,525,467,2026-07-01 00:31:00,8,0,0
3385,764,117,2025-09-03 00:51:00,7,1,0
3386,463,133,2026-03-04 00:22:00,1,0,1
3387,269,337,2025-07-18 00:06:00,23,0,0
3388,429,384,2026-07-30 00:23:00,19,0,0
3389,290,456,2026-04-30 00:13:00,25,0,0
3390,484,109,2026-08-23 00:36:00,1,0,1
3391,383,304,2026-09-06 00:25:00,18,0,0
3392,1746,8,2026-03-09 00:27:00,11,0,1
3393,1028,213,2026-05-21 00:36:00,40,0,0
3394,1420,404,2025-11-20 00:48:00,35,0,0
3395,835,277,2025-10-29 00:43:00,1,0,0
3396,1217,67,2026-02-07 00:31:00,11,1,0
3397,126,140,2025-11-11 00:22:00,1,1,0
3398,1050,449,2026-08-24 00:16:00,15,0,1
3399,1791,337,2026-01-13 00:58:00,22,0,1
3400,850,413,2026-03-25 00:48:00,4,0,1
3401,554,297,2026-06-08 00:51:00,5,0,1
3402,1343,319,2026-07-21 00:09:00,70,0,1
3403,1576,85,2026-05-17 00:33:00,3,0,0
3404,1357,458,2025-04-23 00:14:00,1,0,0
3405,704,17,2026-08-03 00:52:00,10,0,0
3406,1066,161,2026-02-28 00:19:00,17,0,0
3407,40,426,2026-06-15 00:43:00,11,0,0
3408,1284,361,2026-08-22 00:27:00,17,0,0
3409,789,342,2025-09-05 00:49:00,31,0,0
3410,1692,81,2026-09-03 00:22:00,33,0,0
3411,1631,478,2025-11-07 00:38:00,1,0,1
3412,1711,219,2026-03-07 00:17:00,17,0,1
3413,208,334,2025-11-16 00:01:00,62,0,0
3414,1161,268,2026-01-30 00:52:00,12,0,0
3415,561,331,2026-09-03 00:36:00,53,0,1
3416,1182,55,2025-12-15 00:20:00,45,0,1
3417,1492,136,2026-04-15 00:27:00,28,0,0
3418,456,460,2026-08-16 00:00:00,7,0,1
3419,540,477,2025-09-27 00:33:00,81,0,0
3420,934,249,2026-01-13 00:56:00,6,1,1
3421,1137,272,2026-05-04 00:40:00,4,0,1
3422,727,32,2026-02-01 00:10:00,10,0,0
3423,643,133,2025-11-22 00:11:00,4,0,0
3424,549,124,2026-08-07 00:30:00,41,0,0
3425,1286,385,2026-01-23 00:52:00,1,0,1
3426,1311,467,2026-08-06 00:54:00,4,1,0
3427,958,423,2025-11-01 00:16:00,2,0,1
3428,61,218,2025-07-09 00:10:00,61,0,1
3429,1266,397,2025-10-27 00:24:00,36,0,1
3430,884,16,2026-03-01 00:30:00,13,0,0
3431,1050,221,2025-11-06 00:11:00,19,0,1
3432,685,379,2025-09-20 00:21:00,7,0,0
3433,911,131,2026-08-18 00:50:00,8,0,0
3434,761,492,2025-10-05 00:52:00,2,0,1
3435,1592,88,2025-12-05 00:01:00,6,0,0
3436,816,277,2026-02-22 00:44:00,65,1,1
3437,912,123,2025-10-27 00:52:00,30,0,0
3438,1177,422,2026-01-24 00:45:00,18,0,0
3439,1285,425,2026-06-16 00:22:00,12,0,1
3440,1285,407,2026-08-25 00:43:00,29,0,1
3441,1550,473,2026-09-02 00:18:00,3,0,0
3442,1371,366,2026-09-05 00:09:00,36,0,0
3443,1578,230,2025-05-18 00:55:00,17,0,1
3444,1461,191,2026-09-07 00:07:00,14,0,0
3445,842,456,2026-04-26 00:51:00,23,0,0
3446,916,303,2026-08-27 00:11:00,15,0,0
3447,915,277,2026-05-16 00:18:00,13,0,0
3448,799,365,2026-07-27 00:08:00,4,0,0
3449,585,264,2026-06-13 00:45:00,55,0,0
3450,592,433,2026-01-14 00:49:00,5,0,0
3451,891,357,2026-08-25 00:34:00,39,0,0
3452,1128,246,2025-08-31 00:45:00,33,0,1
3453,420,427,2026-08-29 00:38:00,4,0,0
3454,624,319,2025-09-07 00:30:00,4,0,0
3455,1679,56,2026-06-05 00:22:00,45,0,1
3456,386,272,2026-07-01 00:54:00,56,0,0
3457,1789,483,2026-05-21 00:18:00,26,0,0
3458,554,294,2026-05-19 00:28:00,1,0,0
3459,579,39,2026-08-27 00:25:00,1,0,0
3460,172,327,2025-12-22 00:29:00,22,0,1
3461,925,412,2026-05-15 00:00:00,1,1,0
3462,247,130,2026-09-03 00:55:00,45,0,0
3463,1012,486,2026-08-24 00:19:00,26,0,0
3464,1238,479,2025-12-21 00:43:00,1,0,1
3465,1103,328,2026-08-07 00:30:00,33,0,1
3466,1203,406,2026-03-22 00:00:00,14,0,1
3467,1327,481,2026-04-22 00:46:00,8,0,1
3468,301,305,2026-08-08 00:58:00,1,0,1
3469,1001,245,2026-03-10 00:16:00,6,0,0
3470,509,396,2026-05-26 00:38:00,19,0,1
3471,366,381,2026-01-23 00:56:00,51,0,1
3472,1053,452,2025-12-16 00:37:00,55,0,1
3473,1733,314,2026-09-05 00:31:00,13,0,1
3474,1081,302,2025-10-02 00:28:00,5,0,1
3475,1317,145,2025-12-15 00:16:00,6,0,1
3476,1324,211,2026-04-10 00:55:00,2,0,0
3477,691,325,2026-09-02 00:22:00,44,0,0
3478,1634,57,2026-08-29 00:40:00,11,0,0
3479,972,431,2026-05-06 00:58:00,24,0,1
3480,1694,416,2025-12-12 00:57:00,9,0,1
3481,470,262,2025-07-07 00:55:00,25,0,0
3482,747,382,2026-06-17 00:10:00,18,0,1
3483,728,79,2025-12-01 00:27:00,12,0,1
3484,1661,191,2026-08-02 00:26:00,7,1,1
3485,253,340,2026-09-06 00:10:00,20,0,1
3486,1172,308,2026-02-09 00:11:00,3,0,0
3487,552,289,2026-08-09 00:18:00,8,0,1
3488,195,345,2026-08-01 00:48:00,20,0,0
3489,1664,89,2026-02-20 00:26:00,5,0,0
3490,1184,87,2026-02-02 00:10:00,35,0,0
3491,1528,226,2026-08-25 00:01:00,41,1,1
3492,1031,428,2025-10-17 00:01:00,8,0,0
3493,1496,20,2026-06-30 00:00:00,24,0,0
3494,915,98,2026-06-04 00:24:00,1,0,0
3495,1687,378,2026-06-23 00:03:00,3,0,0
3496,521,109,2026-02-22 00:35:00,1,0,1
3497,1615,247,2026-06-12 00:24:00,38,0,0
3498,191,355,2026-07-03 00:03:00,60,0,1
3499,1596,409,2026-05-01 00:14:00,24,0,0
3500,1475,205,2025-12-26 00:06:00,59,0,0
3501,1473,123,2026-01-23 00:25:00,15,0,1
3502,515,477,2026-07-20 00:06:00,25,0,1
3503,935,338,2026-07-20 00:43:00,21,1,0
3504,1014,36,2026-05-22 00:40:00,25,0,0
3505,1238,305,2026-04-15 00:12:00,7,0,0
3506,1035,275,2025-08-11 00:56:00,3,0,0
3507,1682,224,2026-06-23 00:30:00,6,0,0
3508,1568,424,2026-07-25 00:31:00,1,0,1
3509,840,304,2026-08-31 00:12:00,10,0,0
3510,270,54,2026-04-08 00:26:00,13,1,1
3511,179,265,2026-08-24 00:29:00,6,0,0
3512,178,79,2026-06-22 00:16:00,9,0,1
3513,1601,101,2026-01-23 00:45:00,15,0,0
3514,1436,107,2025-10-02 00:19:00,11,0,0
3515,1251,15,2026-09-07 00:17:00,19,0,0
3516,1528,482,2026-04-14 00:59:00,43,0,1
3517,896,244,2026-06-08 00:35:00,4,0,1
3518,590,280,2026-08-08 00:32:00,26,0,1
3519,1212,335,2026-08-11 00:02:00,75,0,1
3520,291,431,2026-02-09 00:21:00,31,0,0
3521,453,238,2026-09-04 00:29:00,34,0,1
3522,358,473,2026-07-15 00:09:00,14,0,0
3523,395,202,2026-07-10 00:13:00,25,0,0
3524,1264,20,2026-05-11 00:46:00,3,0,1
3525,576,292,2026-03-08 00:50:00,7,0,0
3526,1250,344,2026-08-29 00:45:00,35,0,1
3527,693,375,2026-09-03 00:15:00,11,0,0
3528,1242,13,2026-03-14 00:39:00,12,0,0
3529,1148,206,2025-11-08 00:01:00,10,0,1
3530,957,237,2026-07-14 00:44:00,26,0,0
3531,1341,426,2025-10-27 00:05:00,65,0,1
3532,1313,168,2026-05-15 00:46:00,22,0,1
3533,532,286,2026-06-02 00:53:00,8,0,0
3534,1342,224,2025-11-08 00:22:00,27,0,0
3535,1793,184,2026-06-22 00:20:00,20,0,0
3536,212,388,2026-08-18 00:25:00,4,0,1
3537,336,303,2025-12-13 00:57:00,21,0,0
3538,1550,240,2026-03-07 00:44:00,4,0,1
3539,572,421,2026-07-15 00:55:00,1,0,0
3540,955,311,2026-09-03 00:43:00,31,0,0
3541,816,30,2026-05-15 00:59:00,35,0,0
3542,919,382,2026-08-28 00:29:00,1,0,0
3543,1038,321,2025-12-15 00:55:00,3,0,0
3544,628,461,2026-08-18 00:35:00,13,0,1
3545,1552,304,2026-06-20 00:09:00,9,0,1
3546,1503,307,2026-08-22 00:33:00,17,0,0
3547,1188,18,2026-08-29 00:19:00,1,0,1
3548,1658,259,2025-09-04 00:43:00,12,0,0
3549,34,378,2026-06-15 00:18:00,8,0,0
3550,193,455,2026-07-21 00:26:00,7,1,0
3551,1401,452,2025-12-27 00:24:00,14,0,0
3552,251,164,2025-09-15 00:14:00,20,0,0
3553,282,87,2025-12-13 00:48:00,42,0,0
3554,1468,269,2026-04-25 00:44:00,30,0,0
3555,1463,421,2026-07-15 00:19:00,15,0,0
3556,1360,295,2026-07-31 00:17:00,38,0,1
3557,1003,250,2026-05-04 00:58:00,69,0,0
3558,256,498,2026-06-25 00:58:00,20,0,0
3559,489,465,2025-12-27 00:18:00,22,0,1
3560,32,208,2026-07-02 00:41:00,28,0,1
3561,859,357,2026-04-17 00:34:00,41,0,1
3562,997,371,2026-09-04 00:31:00,61,0,1
3563,1701,432,2026-06-30 00:25:00,52,0,0
3564,259,178,2026-05-09 00:39:00,67,0,0
3565,1634,17,2026-07-03 00:35:00,8,0,1
3566,1216,497,2025-10-24 00:01:00,3,0,1
3567,1444,419,2026-08-14 00:47:00,68,0,1
3568,1672,138,2026-08-24 00:56:00,12,0,0
3569,1242,146,2026-01-31 00:22:00,8,0,0
3570,435,116,2026-02-07 00:05:00,8,1,0
3571,1661,38,2026-07-28 00:38:00,7,0,0
3572,1142,143,2026-08-21 00:31:00,22,0,1
3573,1117,343,2025-08-19 00:54:00,37,0,0
3574,104,345,2026-08-07 00:16:00,31,0,1
3575,1291,322,2025-09-09 00:44:00,20,0,0
3576,1591,62,2026-05-25 00:52:00,9,0,0
3577,1532,172,2026-05-26 00:06:00,34,0,1
3578,1411,432,2026-01-17 00:26:00,9,0,0
3579,1240,386,2025-12-21 00:08:00,24,0,0
3580,1052,293,2026-01-05 00:12:00,19,0,1
3581,519,101,2026-03-27 00:16:00,25,0,0
3582,1659,106,2026-02-27 00:02:00,4,1,1
3583,389,417,2026-06-18 00:26:00,17,0,1
3584,480,425,2026-04-19 00:09:00,27,1,0
3585,1276,84,2026-08-28 00:38:00,1,0,1
3586,544,431,2026-06-26 00:03:00,94,0,0
3587,1156,129,2025-07-30 00:50:00,4,0,0
3588,1138,267,2026-06-26 00:14:00,38,0,0
3589,745,138,2026-09-01 00:35:00,19,0,0
3590,763,113,2026-08-11 00:18:00,59,0,1
3591,80,370,2026-09-05 00:24:00,1,0,0
3592,1104,283,2026-08-20 00:44:00,2,0,1
3593,353,54,2026-01-21 00:24:00,4,0,0
3594,794,66,2026-06-21 00:41:00,39,0,1
3595,458,434,2026-08-23 00:17:00,7,0,0
3596,787,113,2026-07-17 00:39:00,17,0,0
3597,1648,29,2025-10-10 00:46:00,15,0,0
3598,314,380,2025-11-02 00:10:00,26,0,0
3599,769,85,2026-02-11 00:54:00,57,0,1
3600,680,425,2025-09-29 00:07:00,14,0,0
3601,1189,21,2026-05-28 00:52:00,51,0,1
3602,1331,451,2025-10-19 00:58:00,7,0,0
3603,244,62,2025-07-26 00:02:00,22,0,1
3604,275,407,2026-08-05 00:55:00,3,0,0
3605,1389,459,2026-07-18 00:28:00,69,0,1
3606,503,451,2026-08-28 00:22:00,10,0,0
3607,1264,95,2026-07-04 00:40:00,18,0,0
3608,1131,16,2026-05-13 00:40:00,1,0,0
3609,126,448,2026-04-03 00:28:00,24,0,0
3610,1144,443,2026-08-24 00:57:00,6,0,0
3611,751,39,2026-05-15 00:26:00,89,0,0
3612,984,29,2026-03-01 00:05:00,25,0,1
3613,407,403,2026-05-10 00:24:00,6,1,0
3614,1783,123,2025-06-07 00:52:00,9,0,0
3615,1095,52,2026-03-29 00:37:00,1,0,0
3616,30,403,2026-06-24 00:02:00,19,0,0
3617,1454,61,2026-02-18 00:58:00,8,0,0
3618,875,84,2026-06-28 00:01:00,22,0,0
3619,450,276,2026-09-01 00:42:00,10,0,0
3620,249,324,2026-07-16 00:51:00,6,0,1
3621,1008,124,2026-09-05 00:38:00,16,0,1
3622,1477,475,2026-09-05 00:08:00,40,1,0
3623,1694,114,2025-08-17 00:35:00,31,0,1
3624,1088,223,2026-05-03 00:25:00,1,1,1
3625,908,308,2026-02-21 00:23:00,44,0,0
3626,762,280,2026-07-12 00:14:00,10,0,1
3627,607,157,2026-02-15 00:59:00,6,0,0
3628,1066,202,2026-02-17 00:34:00,21,0,0
3629,854,149,2026-07-28 00:00:00,1,0,1
3630,1097,372,2025-08-13 00:07:00,23,0,1
3631,1734,180,2026-02-10 00:52:00,10,0,0
3632,1530,108,2026-05-18 00:57:00,4,0,1
3633,1449,212,2026-07-28 00:44:00,33,0,0
3634,1329,350,2026-07-03 00:22:00,17,0,0
3635,1644,53,2026-07-14 00:37:00,15,0,1
3636,1707,106,2026-06-14 00:23:00,178,0,0
3637,82,295,2026-07-16 00:53:00,62,0,1
3638,920,434,2026-04-19 00:38:00,8,0,0
3639,736,434,2026-07-26 00:40:00,55,0,0
3640,1070,76,2026-09-07 00:56:00,7,0,0
3641,276,300,2026-08-22 00:08:00,6,0,1
3642,757,240,2026-08-15 00:55:00,1,0,1
3643,1158,319,2025-12-26 00:11:00,14,0,0
3644,814,389,2025-09-09 00:11:00,33,0,0
3645,1739,86,2026-08-27 00:05:00,12,0,1
3646,11,54,2025-10-12 00:55:00,52,0,1
3647,1214,82,2026-05-20 00:11:00,27,0,0
3648,1530,468,2026-06-05 00:18:00,4,0,1
3649,1674,8,2026-04-21 00:45:00,2,0,1
3650,686,258,2025-09-07 00:16:00,13,0,1
3651,707,362,2026-04-30 00:46:00,12,1,0
3652,1310,223,2025-12-06 00:21:00,8,0,0
3653,509,197,2026-04-07 00:27:00,6,0,0
3654,1112,379,2026-09-01 00:48:00,23,0,0
3655,10,294,2026-04-07 00:21:00,30,0,0
3656,491,106,2026-07-03 00:14:00,4,0,1
3657,357,445,2026-04-01 00:58:00,3,0,0
3658,370,416,2026-04-20 00:34:00,4,1,0
3659,1107,171,2026-04-18 00:25:00,11,0,1
3660,1562,237,2025-08-09 00:46:00,19,0,0
3661,1410,210,2025-09-21 00:12:00,4,0,1
3662,1084,128,2026-08-07 00:54:00,11,0,0
3663,1798,356,2026-08-21 00:00:00,3,0,1
3664,139,38,2026-08-05 00:08:00,19,1,0
3665,1795,12,2026-06-26 00:11:00,14,0,0
3666,1549,337,2026-08-01 00:45:00,18,0,0
3667,924,160,2026-07-14 00:00:00,9,0,0
3668,171,52,2026-09-07 00:58:00,14,0,1
3669,35,243,2026-08-12 00:10:00,22,0,1
3670,890,473,2025-12-09 00:22:00,14,0,1
3671,1241,98,2026-05-18 00:30:00,13,0,0
3672,351,46,2026-06-16 00:19:00,32,0,0
3673,3,250,2026-01-01 00:34:00,9,0,0
3674,1784,17,2026-04-13 00:34:00,9,0,1
3675,1420,115,2026-03-27 00:51:00,37,1,1
3676,1615,220,2026-05-06 00:39:00,20,0,0
3677,873,299,2026-07-15 00:40:00,5,0,0
3678,1257,356,2026-07-27 00:30:00,18,0,0
3679,1479,319,2026-04-06 00:51:00,6,0,1
3680,79,161,2026-04-20 00:47:00,56,0,1
3681,1584,440,2026-07-23 00:56:00,7,0,1
3682,484,47,2026-07-08 00:30:00,30,0,0
3683,863,108,2026-01-12 00:02:00,10,0,1
3684,1424,307,2026-06-16 00:03:00,21,0,0
3685,852,150,2026-07-07 00:10:00,25,0,1
3686,702,35,2026-07-13 00:36:00,4,0,0
3687,337,333,2026-06-20 00:37:00,6,0,1
3688,879,96,2026-08-16 00:30:00,26,0,1
3689,1141,31,2026-03-25 00:41:00,13,0,0
3690,1787,344,2026-09-07 00:29:00,38,0,1
3691,1783,201,2026-02-25 00:05:00,52,0,1
3692,71,184,2026-01-31 00:29:00,93,0,0
3693,1393,238,2026-07-01 00:48:00,11,0,0
3694,1591,143,2025-12-06 00:33:00,24,0,0
3695,1129,210,2026-08-13 00:41:00,5,0,1
3696,986,67,2026-08-06 00:47:00,19,0,0
3697,105,125,2026-06-29 00:06:00,37,0,0
3698,444,208,2026-07-31 00:03:00,25,0,0
3699,1504,297,2025-09-25 00:59:00,15,1,1
3700,906,51,2025-12-30 00:02:00,19,0,0
3701,1588,136,2026-04-27 00:08:00,21,0,1
3702,736,479,2026-08-13 00:55:00,27,0,0
3703,718,65,2026-06-22 00:48:00,9,0,0
3704,1017,5,2026-07-25 00:53:00,5,0,0
3705,1624,150,2026-08-26 00:53:00,15,0,1
3706,572,356,2026-09-04 00:33:00,7,0,1
3707,587,220,2026-09-06 00:21:00,2,0,1
3708,678,149,2026-09-04 00:34:00,1,0,0
3709,224,86,2026-08-06 00:02:00,3,0,0
3710,138,202,2026-03-26 00:37:00,3,0,0
3711,1591,282,2026-08-22 00:33:00,1,0,0
3712,1656,140,2025-11-04 00:43:00,1,0,1
3713,401,244,2026-08-13 00:04:00,38,0,0
3714,989,487,2026-08-06 00:17:00,1,0,0
3715,1120,327,2026-02-24 00:48:00,125,0,0
3716,1035,198,2025-09-30 00:07:00,11,0,0
3717,1576,296,2026-04-21 00:19:00,18,0,0
3718,368,13,2026-03-22 00:28:00,34,0,0
3719,760,96,2026-04-01 00:15:00,7,0,0
3720,1125,14,2026-04-11 00:20:00,7,0,0
3721,694,289,2026-08-23 00:55:00,15,0,0
3722,1730,455,2026-08-27 00:10:00,22,0,0
3723,871,338,2025-12-11 00:49:00,4,0,1
3724,1178,155,2026-07-13 00:20:00,1,1,0
3725,20,423,2026-09-01 00:48:00,24,0,0
3726,227,236,2026-08-19 00:31:00,1,0,0
3727,1,242,2026-01-29 00:52:00,62,0,1
3728,678,167,2026-09-02 00:36:00,16,0,0
3729,1605,177,2025-08-01 00:42:00,23,0,0
3730,503,190,2025-11-11 00:04:00,46,0,0
3731,841,337,2026-09-04 00:46:00,15,0,0
3732,590,294,2026-08-24 00:44:00,2,0,0
3733,1421,324,2026-08-21 00:39:00,19,0,0
3734,495,2,2026-07-29 00:03:00,30,0,1
3735,1119,169,2026-08-21 00:41:00,30,0,0
3736,196,370,2026-01-19 00:24:00,2,0,0
3737,1793,308,2026-08-21 00:34:00,36,0,0
3738,1622,435,2025-07-22 00:49:00,24,0,0
3739,397,474,2026-02-08 00:32:00,1,0,0
3740,181,495,2026-06-25 00:27:00,22,0,1
3741,767,444,2026-08-01 00:20:00,8,0,1
3742,937,148,2026-02-25 00:04:00,21,0,0
3743,1434,132,2026-03-09 00:52:00,1,0,0
3744,848,368,2026-05-13 00:07:00,64,0,1
3745,468,435,2026-02-01 00:45:00,19,0,0
3746,1015,374,2026-03-20 00:23:00,14,0,0
3747,113,259,2025-11-09 00:36:00,5,0,1
3748,686,185,2026-04-16 00:21:00,12,1,1
3749,1312,203,2026-08-06 00:23:00,44,0,0
3750,1588,447,2026-03-21 00:23:00,17,0,0
3751,1390,55,2026-04-26 00:59:00,16,1,0
3752,490,478,2026-06-17 00:09:00,32,0,0
3753,705,100,2026-07-19 00:41:00,3,0,1
3754,1198,441,2026-06-17 00:04:00,11,0,0
3755,567,215,2025-07-29 00:41:00,5,0,1
3756,103,282,2026-07-06 00:14:00,42,0,1
3757,599,250,2026-08-20 00:19:00,9,0,0
3758,398,493,2026-08-10 00:22:00,1,0,0
3759,1390,297,2026-01-10 00:30:00,1,0,1
3760,897,433,2026-08-12 00:02:00,28,0,0
3761,718,26,2026-05-12 00:54:00,11,0,1
3762,281,461,2026-02-25 00:15:00,1,0,0
3763,306,346,2025-12-06 00:13:00,33,1,1
3764,1306,123,2026-03-10 00:22:00,25,0,0
3765,152,35,2026-07-11 00:11:00,21,0,0
3766,814,261,2026-01-02 00:42:00,17,0,1
3767,472,420,2025-12-18 00:51:00,20,0,1
3768,231,420,2026-06-11 00:05:00,8,1,0
3769,611,373,2026-03-17 00:16:00,41,0,0
3770,1417,465,2026-05-03 00:22:00,19,0,1
3771,1301,176,2026-08-23 00:11:00,5,0,1
3772,1349,1,2026-09-07 00:03:00,3,0,0
3773,352,375,2026-01-12 00:28:00,20,0,0
3774,1545,451,2026-09-04 00:12:00,13,0,1
3775,1405,233,2026-02-25 00:13:00,31,0,0
3776,133,157,2026-04-26 00:22:00,12,0,0
3777,768,209,2026-05-28 00:02:00,13,0,1
3778,684,61,2026-06-11 00:19:00,20,0,0
3779,543,202,2026-09-02 00:40:00,6,0,1
3780,1346,314,2025-08-25 00:05:00,1,0,0
3781,702,292,2026-07-05 00:34:00,20,0,0
3782,184,115,2026-07-22 00:06:00,26,0,0
3783,1669,167,2026-09-02 00:49:00,1,0,0
3784,672,93,2026-08-12 00:02:00,13,0,0
3785,1482,105,2026-08-31 00:03:00,16,0,0
3786,331,457,2026-02-05 00:27:00,16,0,1
3787,579,26,2026-08-25 00:17:00,12,0,1
3788,108,431,2026-05-15 00:32:00,2,0,0
3789,1202,288,2026-09-07 00:18:00,33,0,0
3790,532,202,2026-07-15 00:55:00,3,0,1
3791,1683,306,2026-07-23 00:23:00,25,0,0
3792,1067,159,2026-05-04 00:06:00,4,0,0
3793,1177,261,2025-10-15 00:44:00,2,0,0
3794,1697,177,2026-06-02 00:37:00,16,0,0
3795,729,92,2026-02-10 00:42:00,8,0,0
3796,1116,220,2026-09-04 00:43:00,54,0,0
3797,1325,223,2026-04-12 00:41:00,20,1,0
3798,1773,488,2026-07-13 00:28:00,40,0,0
3799,198,377,2026-09-03 00:54:00,54,0,1
3800,1150,383,2026-05-13 00:19:00,5,0,0
3801,470,123,2025-06-26 00:54:00,3,0,0
3802,143,32,2026-08-21 00:19:00,34,0,0
3803,1606,462,2025-12-22 00:19:00,9,0,0
3804,1153,96,2026-01-15 00:20:00,39,0,1
3805,1395,345,2026-07-30 00:24:00,4,0,0
3806,1131,42,2026-07-05 00:31:00,31,0,1
3807,1096,3,2026-03-21 00:18:00,5,0,1
3808,1009,459,2026-04-16 00:37:00,29,0,1
3809,1376,158,2026-04-07 00:38:00,4,0,0
3810,460,455,2026-08-07 00:14:00,35,0,0
3811,206,344,2026-07-14 00:49:00,50,0,1
3812,1705,212,2026-03-29 00:44:00,12,0,0
3813,1768,281,2026-06-13 00:02:00,1,0,0
3814,402,148,2026-07-06 00:10:00,2,0,1
3815,1078,215,2026-07-29 00:36:00,32,0,1
3816,1084,288,2026-08-02 00:19:00,20,0,0
3817,1707,248,2026-07-03 00:05:00,5,0,1
3818,988,321,2026-04-14 00:51:00,41,0,1
3819,622,223,2026-08-18 00:56:00,17,0,1
3820,925,178,2026-08-07 00:33:00,22,0,0
3821,521,130,2026-03-15 00:04:00,34,0,1
3822,641,278,2026-02-02 00:33:00,3,0,0
3823,1590,18,2026-01-24 00:18:00,1,0,1
3824,136,420,2025-11-29 00:34:00,5,0,0
3825,628,208,2026-07-24 00:02:00,3,0,0
3826,453,393,2026-09-06 00:58:00,10,0,0
3827,1404,392,2026-05-15 00:21:00,7,0,1
3828,83,254,2026-05-02 00:00:00,3,0,1
3829,808,15,2026-09-01 00:04:00,49,0,1
3830,1429,2,2026-04-21 00:43:00,12,0,0
3831,477,324,2025-09-19 00:58:00,22,0,1
3832,237,444,2026-08-07 00:06:00,19,0,1
3833,1463,364,2025-08-27 00:43:00,52,0,1
3834,66,362,2026-06-26 00:08:00,39,0,0
3835,99,32,2026-08-09 00:55:00,1,0,1
3836,296,19,2026-09-06 00:41:00,1,0,0
3837,957,480,2026-08-03 00:52:00,1,0,0
3838,1183,409,2025-11-07 00:47:00,26,0,0
3839,367,219,2025-10-15 00:32:00,2,0,1
3840,839,251,2025-10-09 00:54:00,13,0,0
3841,743,316,2026-08-24 00:37:00,17,0,0
3842,549,350,2026-07-28 00:06:00,10,0,1
3843,1051,380,2026-07-29 00:55:00,6,1,1
3844,1600,287,2026-09-06 00:57:00,2,0,1
3845,122,106,2026-08-24 00:43:00,17,0,0
3846,636,215,2026-04-29 00:38:00,47,0,0
3847,1413,366,2026-02-27 00:35:00,76,0,1
3848,1256,289,2026-06-15 00:40:00,34,0,0
3849,346,28,2026-08-09 00:06:00,59,0,0
3850,129,82,2026-08-14 00:11:00,7,0,0
3851,1427,10,2026-08-27 00:33:00,25,0,1
3852,1232,493,2025-07-04 00:57:00,14,0,0
3853,780,305,2026-03-06 00:24:00,3,0,1
3854,1212,20,2025-09-28 00:53:00,24,0,1
3855,1602,270,2026-07-25 00:51:00,35,0,1
3856,1414,169,2026-01-08 00:43:00,6,0,0
3857,6,404,2026-04-24 00:16:00,18,0,0
3858,609,37,2026-06-20 00:05:00,22,1,1
3859,1405,91,2026-01-15 00:16:00,15,0,1
3860,191,210,2026-01-13 00:06:00,18,0,1
3861,801,150,2026-08-17 00:02:00,25,0,0
3862,1334,38,2026-06-04 00:09:00,6,0,1
3863,1119,115,2026-07-31 00:26:00,23,0,0
3864,758,422,2026-09-03 00:51:00,37,0,0
3865,196,318,2025-10-30 00:58:00,3,0,0
3866,370,448,2025-09-10 00:11:00,8,0,0
3867,984,381,2026-05-31 00:41:00,12,0,1
3868,1059,17,2025-08-29 00:09:00,12,0,0
3869,556,18,2025-11-10 00:05:00,9,0,0
3870,856,246,2026-07-21 00:26:00,12,1,0
3871,1277,106,2026-07-23 00:51:00,21,0,1
3872,763,382,2026-08-27 00:41:00,12,0,1
3873,514,245,2026-06-05 00:47:00,22,0,1
3874,844,131,2026-06-10 00:52:00,74,0,0
3875,899,30,2026-05-12 00:04:00,28,0,0
3876,1070,111,2026-09-06 00:12:00,8,0,1
3877,817,48,2026-08-30 00:29:00,39,0,0
3878,184,448,2026-07-29 00:00:00,4,1,0
3879,854,218,2026-07-16 00:08:00,18,0,1
3880,317,440,2025-10-23 00:55:00,23,0,0
3881,1642,267,2026-06-12 00:21:00,24,0,0
3882,1788,112,2026-07-11 00:34:00,3,0,0
3883,1762,331,2026-08-10 00:50:00,39,0,0
3884,1740,374,2026-08-02 00:17:00,4,1,1
3885,992,39,2026-02-13 00:23:00,33,0,0
3886,676,378,2025-09-11 00:30:00,9,0,0
3887,842,492,2026-07-02 00:23:00,3,1,1
3888,1521,435,2026-04-05 00:28:00,1,0,0
3889,275,9,2025-08-14 00:13:00,24,0,0
3890,508,297,2026-07-07 00:48:00,15,0,0
3891,619,318,2026-09-05 00:43:00,1,0,1
3892,1275,69,2026-08-28 00:21:00,9,0,0
3893,552,94,2026-08-02 00:14:00,54,0,0
3894,893,247,2026-05-14 00:21:00,15,0,0
3895,91,348,2026-02-05 00:16:00,18,0,0
3896,19,44,2026-07-20 00:26:00,15,0,0
3897,770,239,2026-08-14 00:07:00,10,0,1
3898,1726,178,2026-03-26 00:51:00,12,0,0
3899,108,160,2026-03-07 00:18:00,63,0,0
3900,758,215,2026-09-07 00:41:00,7,0,0
3901,1644,343,2026-08-18 00:57:00,27,0,1
3902,1216,488,2025-12-13 00:35:00,5,0,1
