transaction_id,subscription_id,user_id,transaction_timestamp,amount,status,failure_reason
556,256,1664,2026-04-04 00:00:00,99,success,
557,133,1241,2026-06-02 00:00:00,299,success,
558,218,733,2025-12-15 00:00:00,299,success,
559,190,133,2026-08-12 00:00:00,99,success,
560,264,462,2026-08-05 00:00:00,999,success,
561,229,1636,2026-09-05 00:00:00,299,success,
562,242,753,2025-05-20 00:00:00,99,success,
563,258,1172,2026-05-14 00:00:00,99,success,
564,68,375,2026-09-08 00:00:00,199,success,
565,218,733,2025-09-03 00:00:00,299,success,
566,72,1102,2026-06-22 00:00:00,99,failed,card_declined
567,160,1073,2026-08-02 00:00:00,99,success,
568,264,462,2026-01-05 00:00:00,999,success,
569,158,1175,2026-09-07 00:00:00,99,success,
570,208,21,2026-02-24 00:00:00,999,failed,insufficient_funds
571,96,549,2026-07-25 00:00:00,999,success,
572,37,137,2025-11-01 00:00:00,199,success,
573,24,666,2025-08-01 00:00:00,299,success,
574,198,963,2026-02-16 00:00:00,99,success,
575,40,777,2025-08-20 00:00:00,999,success,
576,110,249,2026-08-21 00:00:00,999,success,
577,14,934,2026-08-14 00:00:00,999,success,
578,41,893,2026-08-03 00:00:00,199,success,
579,222,572,2026-08-05 00:00:00,299,success,
580,195,1623,2026-03-27 00:00:00,999,success,
581,5,1084,2026-09-06 00:00:00,199,success,
582,254,406,2026-05-19 00:00:00,299,success,
583,161,167,2025-08-15 00:00:00,199,success,
584,211,461,2026-08-29 00:00:00,199,success,
585,99,382,2025-04-18 00:00:00,99,success,
586,166,1177,2026-05-07 00:00:00,299,success,
587,16,553,2026-05-30 00:00:00,999,success,
588,73,1340,2026-09-05 00:00:00,99,success,
589,81,604,2026-09-07 00:00:00,999,success,
590,35,287,2025-10-10 00:00:00,299,success,
591,191,1674,2026-05-22 00:00:00,99,success,
592,231,1602,2026-07-08 00:00:00,99,success,
593,163,269,2026-03-28 00:00:00,199,failed,insufficient_funds
594,37,137,2026-03-22 00:00:00,199,success,
595,111,1222,2026-05-15 00:00:00,199,success,
596,188,614,2026-09-06 00:00:00,99,success,
597,65,951,2025-10-07 00:00:00,199,success,
598,27,782,2026-03-09 00:00:00,299,success,
599,278,857,2025-12-25 00:00:00,299,success,
600,117,1289,2026-06-04 00:00:00,999,success,
601,25,518,2026-09-08 00:00:00,199,success,
602,159,1638,2026-06-29 00:00:00,299,success,
603,243,1226,2025-12-20 00:00:00,99,success,
604,177,542,2025-08-21 00:00:00,299,success,
605,84,91,2026-05-24 00:00:00,999,success,
606,116,178,2026-03-25 00:00:00,199,success,
607,183,394,2026-09-05 00:00:00,299,failed,card_declined
608,141,153,2026-09-07 00:00:00,299,success,
609,240,1029,2026-08-23 00:00:00,99,success,
610,126,1308,2026-09-08 00:00:00,999,success,
611,186,1109,2026-09-07 00:00:00,199,success,
612,187,540,2025-09-23 00:00:00,199,success,
613,241,1135,2025-11-21 00:00:00,999,success,
614,38,864,2026-09-07 00:00:00,999,success,
615,84,91,2026-08-10 00:00:00,999,failed,card_declined
616,213,1306,2026-05-16 00:00:00,99,failed,card_declined
617,77,1680,2026-01-30 00:00:00,999,success,
618,208,21,2026-03-17 00:00:00,999,success,
619,80,676,2025-07-15 00:00:00,199,success,
620,274,727,2025-12-09 00:00:00,999,success,
621,30,337,2026-07-15 00:00:00,299,success,
622,195,1623,2026-03-12 00:00:00,999,failed,insufficient_funds
623,240,1029,2026-09-07 00:00:00,99,success,
624,239,1608,2026-09-06 00:00:00,199,success,
625,55,1054,2026-03-15 00:00:00,299,failed,insufficient_funds
626,50,1613,2026-09-06 00:00:00,299,success,
627,79,1672,2026-09-06 00:00:00,299,success,
628,162,1364,2026-01-08 00:00:00,999,success,
629,5,1084,2026-09-06 00:00:00,199,success,
630,131,700,2025-10-30 00:00:00,999,success,
631,235,219,2026-02-13 00:00:00,299,success,
632,86,1059,2025-11-06 00:00:00,299,success,
633,213,1306,2026-04-13 00:00:00,99,failed,insufficient_funds
634,34,981,2026-02-07 00:00:00,199,success,
635,123,49,2026-03-22 00:00:00,199,success,
636,277,1072,2026-01-07 00:00:00,99,success,
637,144,1134,2026-07-21 00:00:00,299,success,
638,77,1680,2025-10-04 00:00:00,999,success,
639,72,1102,2026-07-17 00:00:00,99,failed,card_declined
640,193,329,2026-07-02 00:00:00,199,success,
641,98,1259,2025-08-10 00:00:00,199,success,
642,155,1463,2025-07-25 00:00:00,999,success,
643,82,1206,2026-09-07 00:00:00,99,success,
644,218,733,2026-01-02 00:00:00,299,success,
645,84,91,2026-05-02 00:00:00,999,success,
646,167,1225,2026-06-23 00:00:00,199,success,
647,266,44,2026-02-02 00:00:00,99,success,
648,270,37,2025-06-14 00:00:00,299,success,
649,235,219,2026-01-28 00:00:00,299,success,
650,173,552,2026-09-07 00:00:00,299,success,
651,200,1524,2025-06-22 00:00:00,999,success,
652,130,648,2026-07-10 00:00:00,299,success,
653,40,777,2025-07-18 00:00:00,999,success,
654,74,618,2026-07-18 00:00:00,299,success,
655,274,727,2026-06-27 00:00:00,999,success,
656,195,1623,2025-11-10 00:00:00,999,success,
657,117,1289,2026-07-08 00:00:00,999,success,
658,204,1722,2026-05-09 00:00:00,99,success,
659,153,823,2026-09-08 00:00:00,199,success,
660,210,69,2026-08-16 00:00:00,99,success,
661,241,1135,2026-02-22 00:00:00,999,failed,expired_card
662,278,857,2026-02-05 00:00:00,299,success,
663,197,1113,2026-06-24 00:00:00,99,success,
664,116,178,2026-02-24 00:00:00,199,success,
665,106,933,2025-10-05 00:00:00,299,success,
666,243,1226,2025-07-26 00:00:00,99,success,
667,81,604,2026-09-06 00:00:00,999,success,
668,81,604,2026-07-14 00:00:00,999,failed,insufficient_funds
669,183,394,2026-09-07 00:00:00,299,success,
670,157,389,2026-07-27 00:00:00,199,success,
671,25,518,2026-07-25 00:00:00,199,failed,expired_card
672,82,1206,2026-09-07 00:00:00,99,success,
673,45,109,2026-07-23 00:00:00,299,success,
674,78,1633,2026-02-28 00:00:00,299,success,
675,255,380,2025-08-12 00:00:00,999,success,
676,77,1680,2025-07-24 00:00:00,999,success,
677,15,303,2025-09-23 00:00:00,199,success,
678,78,1633,2025-12-28 00:00:00,299,failed,insufficient_funds
679,155,1463,2025-10-03 00:00:00,999,success,
680,169,299,2025-11-12 00:00:00,99,success,
681,248,353,2025-06-23 00:00:00,99,success,
682,191,1674,2026-02-12 00:00:00,99,success,
683,241,1135,2025-08-07 00:00:00,999,success,
684,202,363,2026-06-12 00:00:00,299,success,
685,243,1226,2025-11-04 00:00:00,99,success,
686,204,1722,2026-09-08 00:00:00,99,success,
687,276,1046,2026-06-21 00:00:00,199,success,
688,52,183,2025-07-11 00:00:00,299,failed,insufficient_funds
689,180,1532,2026-06-07 00:00:00,299,success,
690,101,1145,2025-12-11 00:00:00,199,success,
691,240,1029,2026-09-05 00:00:00,99,success,
692,57,791,2026-09-06 00:00:00,199,success,
693,78,1633,2025-08-21 00:00:00,299,success,
694,9,1492,2025-09-19 00:00:00,299,success,
695,248,353,2026-01-11 00:00:00,99,success,
696,133,1241,2026-04-16 00:00:00,299,success,
697,37,137,2025-11-23 00:00:00,199,success,
698,251,1528,2026-09-08 00:00:00,999,success,
699,261,735,2026-05-29 00:00:00,99,success,
700,146,1429,2025-12-07 00:00:00,99,success,
701,6,862,2026-09-08 00:00:00,999,success,
702,156,617,2025-12-11 00:00:00,99,success,
703,78,1633,2026-03-15 00:00:00,299,success,
704,38,864,2026-09-05 00:00:00,999,success,
705,105,1581,2026-05-25 00:00:00,99,success,
706,215,494,2026-09-08 00:00:00,99,success,
707,59,426,2026-05-06 00:00:00,999,success,
708,97,10,2025-12-05 00:00:00,999,success,
709,175,626,2026-09-08 00:00:00,299,success,
710,235,219,2026-05-25 00:00:00,299,success,
711,187,540,2026-03-05 00:00:00,199,success,
712,72,1102,2026-09-05 00:00:00,99,success,
713,157,389,2026-03-25 00:00:00,199,success,
714,270,37,2025-10-25 00:00:00,299,success,
715,25,518,2026-08-19 00:00:00,199,success,
716,150,836,2026-04-27 00:00:00,199,success,
717,150,836,2026-08-27 00:00:00,199,success,
718,216,23,2025-11-19 00:00:00,99,success,
719,218,733,2026-03-30 00:00:00,299,success,
720,279,1009,2026-05-27 00:00:00,99,success,
721,27,782,2026-02-23 00:00:00,299,success,
722,3,1797,2026-04-15 00:00:00,199,success,
723,70,1217,2025-05-30 00:00:00,199,success,
724,77,1680,2025-12-14 00:00:00,999,success,
725,170,1696,2026-09-08 00:00:00,299,success,
726,274,727,2026-04-04 00:00:00,999,success,
727,184,950,2026-03-12 00:00:00,299,success,
728,59,426,2026-06-19 00:00:00,999,success,
729,58,1488,2026-09-07 00:00:00,299,success,
730,131,700,2026-01-04 00:00:00,999,success,
731,279,1009,2026-09-07 00:00:00,99,success,
732,68,375,2026-09-07 00:00:00,199,success,
733,111,1222,2026-09-05 00:00:00,199,success,
734,274,727,2026-04-21 00:00:00,999,success,
735,230,734,2026-04-13 00:00:00,99,success,
736,83,1538,2026-09-05 00:00:00,99,success,
737,273,395,2026-04-22 00:00:00,199,success,
738,183,394,2026-07-21 00:00:00,299,success,
739,148,621,2026-09-06 00:00:00,99,success,
740,33,1514,2026-04-06 00:00:00,99,success,
741,137,1764,2026-02-26 00:00:00,999,success,
742,259,915,2026-02-02 00:00:00,299,success,
743,183,394,2026-09-05 00:00:00,299,success,
744,188,614,2026-09-07 00:00:00,99,success,
745,71,825,2026-05-07 00:00:00,199,success,
746,71,825,2026-09-08 00:00:00,199,failed,expired_card
747,243,1226,2025-08-30 00:00:00,99,success,
748,237,346,2026-04-20 00:00:00,999,success,
749,71,825,2026-09-08 00:00:00,199,success,
750,50,1613,2026-07-22 00:00:00,299,success,
751,153,823,2026-09-07 00:00:00,199,success,
752,102,884,2026-03-26 00:00:00,99,failed,card_declined
753,157,389,2026-07-02 00:00:00,199,success,
754,66,230,2026-04-19 00:00:00,999,failed,card_declined
755,201,42,2026-09-06 00:00:00,299,success,
756,202,363,2026-09-07 00:00:00,299,failed,insufficient_funds
757,183,394,2026-09-06 00:00:00,299,success,
758,250,1149,2025-12-28 00:00:00,999,success,
759,115,573,2026-08-28 00:00:00,299,success,
760,149,1525,2026-02-23 00:00:00,199,success,
761,64,1007,2026-01-18 00:00:00,999,success,
762,99,382,2025-07-13 00:00:00,99,success,
763,109,1207,2025-05-24 00:00:00,199,success,
764,57,791,2026-09-05 00:00:00,199,success,
765,74,618,2026-09-07 00:00:00,299,failed,expired_card
766,163,269,2025-07-04 00:00:00,199,failed,insufficient_funds
767,251,1528,2026-07-09 00:00:00,999,success,
768,198,963,2026-05-24 00:00:00,99,success,
769,110,249,2026-04-27 00:00:00,999,success,
770,113,120,2026-02-12 00:00:00,199,success,
771,275,1754,2026-09-07 00:00:00,299,success,
772,17,399,2026-01-13 00:00:00,199,failed,expired_card
773,280,982,2026-09-05 00:00:00,999,success,
774,277,1072,2026-03-01 00:00:00,99,success,
775,191,1674,2026-05-29 00:00:00,99,success,
776,18,1123,2025-11-20 00:00:00,299,success,
777,241,1135,2026-03-09 00:00:00,999,success,
778,130,648,2025-12-26 00:00:00,299,success,
779,39,958,2025-10-19 00:00:00,999,failed,insufficient_funds
780,123,49,2025-08-29 00:00:00,199,success,
781,61,1413,2026-06-15 00:00:00,299,success,
782,9,1492,2026-01-21 00:00:00,299,success,
783,195,1623,2025-10-19 00:00:00,999,success,
784,21,1367,2026-01-18 00:00:00,199,failed,card_declined
785,239,1608,2026-08-11 00:00:00,199,failed,expired_card
786,227,47,2026-01-09 00:00:00,199,success,
787,20,1087,2026-09-07 00:00:00,999,success,
788,223,1092,2026-09-05 00:00:00,299,success,
789,199,1218,2026-09-06 00:00:00,299,success,
790,254,406,2026-07-02 00:00:00,299,failed,expired_card
791,264,462,2025-12-22 00:00:00,999,success,
792,46,535,2026-09-07 00:00:00,199,success,
793,264,462,2026-09-06 00:00:00,999,success,
794,32,880,2026-07-24 00:00:00,299,success,
795,135,1725,2026-05-06 00:00:00,999,success,
796,223,1092,2026-06-17 00:00:00,299,success,
797,249,1559,2026-09-06 00:00:00,199,success,
798,41,893,2026-05-14 00:00:00,199,success,
799,184,950,2026-01-25 00:00:00,299,success,
800,226,783,2026-03-12 00:00:00,299,success,
801,20,1087,2026-09-07 00:00:00,999,success,
802,244,174,2026-09-07 00:00:00,99,success,
803,248,353,2025-04-27 00:00:00,99,success,
804,176,1,2025-07-29 00:00:00,199,failed,expired_card
805,91,724,2025-11-18 00:00:00,199,failed,card_declined
806,233,1302,2026-09-06 00:00:00,99,success,
807,189,816,2026-09-07 00:00:00,299,success,
808,197,1113,2026-05-08 00:00:00,99,success,
809,229,1636,2026-09-05 00:00:00,299,success,
810,176,1,2025-12-11 00:00:00,199,success,
811,53,1710,2026-02-17 00:00:00,199,success,
812,175,626,2026-05-04 00:00:00,299,success,
813,51,207,2025-11-28 00:00:00,299,success,
814,146,1429,2026-02-26 00:00:00,99,success,
815,124,420,2026-09-07 00:00:00,199,success,
816,179,322,2026-09-05 00:00:00,199,success,
817,179,322,2026-09-08 00:00:00,199,success,
818,203,1242,2025-10-16 00:00:00,999,success,
819,175,626,2026-09-08 00:00:00,299,success,
820,4,1684,2025-08-13 00:00:00,299,success,
821,162,1364,2025-11-18 00:00:00,999,success,
822,179,322,2026-09-05 00:00:00,199,success,
823,212,1594,2026-09-06 00:00:00,999,failed,card_declined
824,48,945,2026-06-19 00:00:00,199,success,
825,26,156,2026-07-15 00:00:00,199,success,
826,199,1218,2026-09-07 00:00:00,299,success,
827,220,173,2026-09-02 00:00:00,999,success,
828,272,1632,2025-08-24 00:00:00,999,success,
829,22,712,2026-05-22 00:00:00,299,success,
830,7,1434,2026-01-03 00:00:00,99,success,
831,175,626,2026-02-26 00:00:00,299,success,
832,212,1594,2026-09-06 00:00:00,999,success,
833,183,394,2026-06-13 00:00:00,299,success,
834,238,1495,2025-08-07 00:00:00,199,success,
835,8,939,2025-07-03 00:00:00,99,success,
836,3,1797,2026-08-08 00:00:00,199,success,
837,232,942,2025-07-16 00:00:00,99,success,
838,189,816,2026-06-28 00:00:00,299,success,
839,229,1636,2026-09-05 00:00:00,299,failed,expired_card
840,11,1513,2026-01-14 00:00:00,99,success,
841,249,1559,2026-09-05 00:00:00,199,success,
842,18,1123,2026-05-18 00:00:00,299,success,
843,161,167,2025-11-01 00:00:00,199,success,
844,122,1192,2026-09-06 00:00:00,299,success,
845,211,461,2026-09-08 00:00:00,199,failed,card_declined
846,36,1143,2025-11-09 00:00:00,199,failed,card_declined
847,114,643,2026-02-16 00:00:00,299,success,
848,84,91,2026-08-06 00:00:00,999,success,
849,36,1143,2026-03-21 00:00:00,199,success,
850,201,42,2026-09-05 00:00:00,299,success,
851,116,178,2026-01-01 00:00:00,199,success,
852,30,337,2026-02-27 00:00:00,299,success,
853,162,1364,2026-03-30 00:00:00,999,failed,expired_card
854,19,818,2025-12-25 00:00:00,199,success,
855,103,466,2026-09-07 00:00:00,199,success,
856,83,1538,2026-09-06 00:00:00,99,success,
857,97,10,2025-06-28 00:00:00,999,success,
858,19,818,2026-05-01 00:00:00,199,success,
859,182,1044,2026-03-21 00:00:00,299,success,
860,12,1368,2025-07-24 00:00:00,99,success,
861,27,782,2026-04-10 00:00:00,299,success,
862,37,137,2025-12-26 00:00:00,199,success,
863,110,249,2026-02-12 00:00:00,999,success,
864,138,754,2026-04-12 00:00:00,199,success,
865,119,1186,2026-01-24 00:00:00,299,success,
866,251,1528,2026-09-05 00:00:00,999,success,
867,38,864,2026-07-26 00:00:00,999,success,
868,156,617,2026-04-26 00:00:00,99,success,
869,108,86,2026-06-09 00:00:00,99,success,
870,160,1073,2026-09-05 00:00:00,99,success,
871,21,1367,2025-08-29 00:00:00,199,success,
872,138,754,2026-01-01 00:00:00,199,success,
873,178,1519,2026-01-08 00:00:00,199,success,
874,41,893,2026-03-20 00:00:00,199,success,
875,113,120,2025-09-14 00:00:00,199,success,
876,93,701,2025-09-18 00:00:00,199,success,
877,146,1429,2026-04-23 00:00:00,99,success,
878,17,399,2025-12-29 00:00:00,199,success,
879,261,735,2026-09-08 00:00:00,99,success,
880,32,880,2026-04-24 00:00:00,299,success,
881,43,1750,2025-07-30 00:00:00,199,success,
882,201,42,2026-03-21 00:00:00,299,success,
883,227,47,2026-08-25 00:00:00,199,failed,insufficient_funds
884,267,1205,2025-12-05 00:00:00,999,success,
885,176,1,2026-02-17 00:00:00,199,success,
886,170,1696,2026-09-07 00:00:00,299,success,
887,60,500,2026-09-05 00:00:00,299,success,
888,70,1217,2025-06-26 00:00:00,199,success,
889,71,825,2026-04-18 00:00:00,199,success,
890,152,1655,2026-09-07 00:00:00,299,success,
891,170,1696,2026-06-14 00:00:00,299,success,
892,147,1736,2025-05-28 00:00:00,199,success,
893,145,397,2026-09-05 00:00:00,999,success,
894,17,399,2025-10-07 00:00:00,199,success,
895,119,1186,2025-07-26 00:00:00,299,success,
896,209,476,2025-12-03 00:00:00,299,success,
897,196,136,2025-12-28 00:00:00,999,success,
898,152,1655,2026-09-06 00:00:00,299,success,
899,70,1217,2025-09-20 00:00:00,199,success,
900,233,1302,2026-09-07 00:00:00,99,success,
901,106,933,2025-10-26 00:00:00,299,success,
902,222,572,2026-07-17 00:00:00,299,failed,expired_card
903,203,1242,2026-06-01 00:00:00,999,success,
904,62,517,2025-07-02 00:00:00,999,success,
905,35,287,2025-10-01 00:00:00,299,success,
906,112,762,2026-09-06 00:00:00,299,success,
907,16,553,2026-02-06 00:00:00,999,failed,card_declined
908,172,1292,2026-08-12 00:00:00,199,success,
909,111,1222,2026-07-14 00:00:00,199,success,
910,91,724,2026-04-27 00:00:00,199,success,
911,59,426,2026-01-19 00:00:00,999,success,
912,258,1172,2026-04-20 00:00:00,99,success,
913,171,187,2026-05-17 00:00:00,99,failed,insufficient_funds
914,9,1492,2026-02-21 00:00:00,299,success,
915,128,1356,2026-08-05 00:00:00,299,failed,card_declined
916,216,23,2026-04-29 00:00:00,99,success,
917,244,174,2026-09-07 00:00:00,99,success,
918,221,1247,2025-11-18 00:00:00,99,success,
919,37,137,2025-08-22 00:00:00,199,success,
920,181,502,2026-09-07 00:00:00,99,success,
921,256,1664,2026-07-16 00:00:00,99,success,
922,244,174,2026-09-02 00:00:00,99,success,
923,138,754,2026-06-29 00:00:00,199,success,
924,45,109,2026-09-08 00:00:00,299,success,
925,10,1503,2026-09-07 00:00:00,99,success,
926,43,1750,2025-08-24 00:00:00,199,success,
927,109,1207,2026-02-27 00:00:00,199,success,
928,235,219,2026-05-20 00:00:00,299,success,
929,117,1289,2026-05-07 00:00:00,999,success,
930,104,870,2026-05-16 00:00:00,99,success,
931,223,1092,2026-06-24 00:00:00,299,success,
932,38,864,2026-09-05 00:00:00,999,success,
933,41,893,2026-03-22 00:00:00,199,success,
934,138,754,2026-05-30 00:00:00,199,success,
935,186,1109,2026-06-07 00:00:00,199,success,
936,13,743,2026-09-05 00:00:00,999,success,
