assignment_id,experiment_id,user_id,variant,assignment_timestamp
622,3,411,treatment,2026-07-10 00:00:00
623,3,368,control,2025-12-13 00:00:00
624,1,1433,control,2025-11-07 00:00:00
625,3,37,treatment,2025-08-28 00:00:00
626,2,1368,treatment,2025-07-02 00:00:00
627,1,1364,treatment,2025-10-12 00:00:00
628,3,38,control,2026-07-19 00:00:00
629,2,1428,control,2026-04-09 00:00:00
630,1,781,treatment,2025-12-09 00:00:00
631,2,1316,treatment,2026-09-04 00:00:00
632,3,554,treatment,2026-04-18 00:00:00
633,3,1486,control,2025-08-23 00:00:00
634,3,582,treatment,2026-04-05 00:00:00
635,2,155,control,2025-07-27 00:00:00
636,3,807,control,2025-08-30 00:00:00
637,1,938,control,2026-01-21 00:00:00
638,3,639,treatment,2026-02-09 00:00:00
639,2,1403,treatment,2025-08-21 00:00:00
640,2,1551,treatment,2026-02-13 00:00:00
641,3,423,control,2025-11-13 00:00:00
642,1,1693,control,2025-06-07 00:00:00
643,3,1369,control,2026-01-24 00:00:00
644,2,613,control,2025-06-18 00:00:00
645,3,211,treatment,2025-11-15 00:00:00
646,2,1288,control,2025-07-04 00:00:00
647,2,114,control,2026-07-01 00:00:00
648,3,112,treatment,2026-06-24 00:00:00
649,3,29,treatment,2026-03-15 00:00:00
650,1,128,treatment,2026-02-26 00:00:00
651,3,1670,treatment,2026-01-24 00:00:00
652,2,1116,treatment,2026-05-28 00:00:00
653,1,189,treatment,2025-05-24 00:00:00
654,3,1237,control,2026-01-14 00:00:00
655,2,589,control,2026-08-03 00:00:00
656,1,1220,treatment,2025-09-23 00:00:00
657,1,617,treatment,2025-12-03 00:00:00
658,2,537,control,2025-06-22 00:00:00
659,2,547,control,2025-11-20 00:00:00
660,1,1520,treatment,2025-04-27 00:00:00
661,3,1628,control,2026-04-02 00:00:00
662,1,122,treatment,2026-08-30 00:00:00
663,2,1667,control,2025-10-23 00:00:00
664,3,1522,control,2026-01-04 00:00:00
665,3,1766,treatment,2026-09-02 00:00:00
666,2,865,treatment,2025-07-06 00:00:00
667,3,1439,control,2025-08-21 00:00:00
668,1,201,control,2025-09-28 00:00:00
669,1,763,control,2026-08-22 00:00:00
670,3,178,treatment,2025-12-08 00:00:00
671,1,1612,treatment,2026-02-19 00:00:00
672,3,1653,treatment,2025-08-27 00:00:00
673,2,553,control,2025-12-07 00:00:00
674,2,1131,control,2026-04-17 00:00:00
675,2,1739,treatment,2026-08-17 00:00:00
676,1,1047,treatment,2025-10-27 00:00:00
677,1,1455,control,2025-11-18 00:00:00
678,3,863,treatment,2025-08-21 00:00:00
679,2,1703,control,2026-02-15 00:00:00
680,1,412,control,2026-06-27 00:00:00
681,2,1519,treatment,2025-12-15 00:00:00
682,1,235,control,2025-05-17 00:00:00
683,3,616,control,2025-08-16 00:00:00
684,3,1719,control,2025-08-16 00:00:00
685,3,1529,control,2026-06-19 00:00:00
686,2,151,control,2026-04-13 00:00:00
687,2,919,treatment,2026-07-19 00:00:00
688,1,1786,treatment,2026-08-02 00:00:00
689,3,521,treatment,2025-09-25 00:00:00
690,2,811,control,2025-07-29 00:00:00
691,1,593,control,2026-02-24 00:00:00
692,1,1350,treatment,2026-02-16 00:00:00
693,2,342,control,2025-07-20 00:00:00
694,3,653,control,2025-08-30 00:00:00
695,1,128,treatment,2026-02-18 00:00:00
696,3,372,control,2026-03-12 00:00:00
697,3,233,treatment,2025-08-22 00:00:00
698,1,373,control,2026-02-21 00:00:00
699,2,956,control,2025-07-04 00:00:00
700,1,974,control,2025-07-12 00:00:00
701,1,740,control,2026-05-12 00:00:00
702,2,309,control,2026-06-23 00:00:00
703,3,756,control,2025-09-15 00:00:00
704,1,895,control,2025-05-21 00:00:00
705,2,484,treatment,2026-05-15 00:00:00
706,3,1330,control,2026-03-15 00:00:00
707,3,845,control,2026-07-06 00:00:00
708,2,999,treatment,2026-01-22 00:00:00
709,1,1017,treatment,2025-07-06 00:00:00
710,3,588,control,2025-12-27 00:00:00
711,1,598,control,2025-11-21 00:00:00
712,1,61,treatment,2025-06-12 00:00:00
713,1,1584,treatment,2025-06-03 00:00:00
714,1,1598,control,2025-12-20 00:00:00
715,3,1319,treatment,2025-12-08 00:00:00
716,3,1721,treatment,2026-01-13 00:00:00
717,3,365,control,2025-08-28 00:00:00
718,1,1012,control,2026-07-09 00:00:00
719,3,1009,treatment,2025-11-21 00:00:00
720,1,3,treatment,2026-01-12 00:00:00
721,2,204,control,2025-11-28 00:00:00
722,2,502,treatment,2026-08-17 00:00:00
723,3,585,control,2026-06-15 00:00:00
724,2,1590,treatment,2025-12-08 00:00:00
725,1,157,control,2025-11-19 00:00:00
726,1,1102,treatment,2026-01-26 00:00:00
727,1,209,control,2025-04-30 00:00:00
728,1,476,control,2025-06-09 00:00:00
729,3,296,control,2026-08-21 00:00:00
730,1,1188,control,2026-06-19 00:00:00
731,3,761,control,2025-10-01 00:00:00
732,3,455,control,2026-06-23 00:00:00
733,3,8,treatment,2025-08-17 00:00:00
734,3,1023,control,2025-11-08 00:00:00
735,2,532,treatment,2026-05-29 00:00:00
736,3,754,control,2026-01-01 00:00:00
737,3,1798,control,2026-09-06 00:00:00
738,2,327,treatment,2025-07-15 00:00:00
739,1,1310,treatment,2025-08-28 00:00:00
740,2,663,control,2025-06-26 00:00:00
741,2,672,control,2026-08-05 00:00:00
742,1,118,control,2025-09-30 00:00:00
743,1,573,control,2026-04-19 00:00:00
744,1,1770,control,2025-08-09 00:00:00
745,1,740,control,2026-05-15 00:00:00
746,2,1014,treatment,2026-05-29 00:00:00
747,3,49,control,2025-08-14 00:00:00
748,1,921,treatment,2025-08-29 00:00:00
749,1,82,control,2026-07-09 00:00:00
750,1,158,treatment,2025-05-27 00:00:00
751,2,1129,control,2026-06-10 00:00:00
752,2,1730,control,2026-08-11 00:00:00
753,1,662,control,2025-12-23 00:00:00
754,1,387,treatment,2025-06-09 00:00:00
755,3,1267,control,2025-11-13 00:00:00
756,2,1385,treatment,2025-11-19 00:00:00
757,3,1789,control,2025-08-20 00:00:00
758,3,330,treatment,2025-09-08 00:00:00
759,3,1488,treatment,2026-04-11 00:00:00
760,3,190,control,2025-08-25 00:00:00
761,3,64,treatment,2025-09-16 00:00:00
762,2,1148,treatment,2025-11-01 00:00:00
763,3,1392,treatment,2026-07-29 00:00:00
764,2,684,treatment,2025-06-15 00:00:00
765,3,1579,control,2025-08-25 00:00:00
766,1,939,control,2025-04-16 00:00:00
767,1,591,treatment,2026-06-15 00:00:00
768,2,290,treatment,2025-12-27 00:00:00
769,3,1452,control,2026-06-07 00:00:00
770,1,811,control,2025-07-29 00:00:00
771,3,846,control,2026-02-14 00:00:00
772,1,1773,treatment,2026-04-07 00:00:00
773,3,478,treatment,2025-08-31 00:00:00
774,1,640,control,2025-12-02 00:00:00
775,1,1508,control,2025-05-13 00:00:00
776,2,1450,control,2025-11-01 00:00:00
777,2,1000,treatment,2026-05-21 00:00:00
778,2,176,treatment,2025-08-03 00:00:00
779,1,1041,control,2026-03-07 00:00:00
780,1,108,control,2025-12-16 00:00:00
781,2,1756,treatment,2026-05-23 00:00:00
782,3,147,control,2025-10-19 00:00:00
783,2,1448,treatment,2025-06-17 00:00:00
784,2,1061,treatment,2026-03-29 00:00:00
785,1,276,treatment,2025-11-24 00:00:00
786,3,1218,treatment,2026-08-12 00:00:00
787,3,1737,treatment,2025-08-27 00:00:00
788,3,104,control,2026-07-21 00:00:00
789,3,1181,control,2025-08-28 00:00:00
790,2,1433,control,2025-11-21 00:00:00
791,3,1134,control,2026-03-03 00:00:00
792,1,912,control,2025-08-29 00:00:00
793,1,495,control,2026-08-02 00:00:00
794,1,1781,control,2025-05-01 00:00:00
795,2,1321,treatment,2026-06-26 00:00:00
796,2,1628,control,2026-03-21 00:00:00
797,1,762,control,2026-06-14 00:00:00
798,3,1228,treatment,2025-08-23 00:00:00
799,1,1305,treatment,2026-07-07 00:00:00
800,3,1059,control,2025-08-21 00:00:00
801,2,27,treatment,2025-09-05 00:00:00
802,3,820,control,2026-07-25 00:00:00
803,3,1135,treatment,2025-08-27 00:00:00
804,3,1492,control,2025-08-26 00:00:00
805,2,1738,control,2026-05-05 00:00:00
806,1,18,control,2026-05-24 00:00:00
807,1,1249,control,2026-06-17 00:00:00
808,1,1776,treatment,2025-08-19 00:00:00
809,1,1281,control,2025-09-02 00:00:00
810,3,1,control,2025-08-20 00:00:00
811,1,849,control,2026-04-25 00:00:00
812,1,1629,control,2026-04-14 00:00:00
813,3,820,control,2026-07-28 00:00:00
814,2,1261,treatment,2025-07-28 00:00:00
815,3,508,treatment,2026-04-20 00:00:00
816,2,729,control,2025-12-17 00:00:00
817,2,543,treatment,2025-12-15 00:00:00
818,1,848,treatment,2025-11-19 00:00:00
819,2,268,control,2025-07-02 00:00:00
820,3,360,treatment,2026-03-16 00:00:00
821,1,844,treatment,2026-04-14 00:00:00
822,3,877,control,2025-08-28 00:00:00
823,2,1667,control,2025-10-06 00:00:00
824,2,676,control,2025-06-27 00:00:00
825,3,262,treatment,2026-01-21 00:00:00
826,1,225,treatment,2026-01-12 00:00:00
827,2,1329,treatment,2026-05-28 00:00:00
828,2,516,control,2025-07-03 00:00:00
829,2,1224,control,2026-08-15 00:00:00
830,2,1731,control,2026-08-26 00:00:00
831,3,744,control,2026-06-16 00:00:00
832,2,1244,treatment,2026-04-04 00:00:00
833,2,48,control,2026-01-11 00:00:00
834,1,259,control,2025-12-28 00:00:00
835,3,1790,treatment,2026-09-05 00:00:00
836,2,30,treatment,2025-07-03 00:00:00
837,1,722,control,2025-11-20 00:00:00
838,3,1360,control,2025-10-01 00:00:00
839,2,1779,treatment,2026-05-17 00:00:00
840,3,1154,control,2025-11-12 00:00:00
841,1,871,treatment,2025-09-01 00:00:00
842,1,1327,treatment,2026-01-11 00:00:00
843,2,1337,treatment,2026-01-18 00:00:00
844,2,1623,treatment,2025-10-08 00:00:00
845,2,1402,treatment,2025-10-23 00:00:00
846,3,1270,treatment,2025-12-12 00:00:00
847,1,707,control,2025-12-07 00:00:00
848,1,473,control,2026-01-08 00:00:00
849,2,347,treatment,2025-10-25 00:00:00
850,1,1675,control,2025-09-08 00:00:00
851,1,1233,control,2026-01-31 00:00:00
852,3,1762,control,2026-03-31 00:00:00
853,1,1233,control,2026-02-07 00:00:00
854,3,60,control,2026-01-02 00:00:00
855,1,877,control,2025-06-13 00:00:00
856,3,1653,treatment,2025-08-14 00:00:00
857,2,240,treatment,2025-06-24 00:00:00
858,2,1797,treatment,2026-03-08 00:00:00
859,2,752,treatment,2025-11-23 00:00:00
860,3,44,control,2025-10-04 00:00:00
861,1,1224,treatment,2026-08-30 00:00:00
862,2,622,control,2026-08-08 00:00:00
863,2,953,treatment,2025-06-17 00:00:00
864,3,1263,treatment,2025-10-02 00:00:00
865,1,334,treatment,2026-05-22 00:00:00
866,2,1793,control,2026-02-20 00:00:00
867,2,77,treatment,2025-10-28 00:00:00
868,1,210,control,2025-06-25 00:00:00
869,3,353,control,2025-09-01 00:00:00
870,3,1727,control,2026-01-31 00:00:00
871,2,1577,treatment,2026-04-14 00:00:00
872,2,1205,control,2025-11-04 00:00:00
873,1,471,control,2026-01-15 00:00:00
874,3,821,control,2026-07-17 00:00:00
875,1,1432,control,2026-04-09 00:00:00
876,2,22,control,2025-06-22 00:00:00
877,3,1672,control,2026-08-28 00:00:00
878,3,277,treatment,2026-04-05 00:00:00
879,1,690,treatment,2025-07-22 00:00:00
880,3,1186,control,2025-08-17 00:00:00
881,1,1792,control,2026-03-02 00:00:00
882,1,1144,control,2026-08-26 00:00:00
883,2,484,treatment,2026-05-17 00:00:00
884,3,118,control,2025-09-16 00:00:00
885,2,11,control,2025-06-23 00:00:00
886,2,1030,treatment,2026-03-27 00:00:00
887,1,633,control,2026-03-17 00:00:00
888,2,848,treatment,2025-11-26 00:00:00
889,3,118,control,2025-10-02 00:00:00
890,3,752,control,2025-11-19 00:00:00
891,1,257,treatment,2026-02-05 00:00:00
892,3,363,treatment,2026-03-03 00:00:00
893,1,1580,treatment,2026-06-26 00:00:00
894,3,454,control,2026-02-23 00:00:00
895,3,1675,control,2025-09-13 00:00:00
896,1,117,control,2026-08-23 00:00:00
897,3,208,treatment,2025-08-22 00:00:00
898,3,869,treatment,2025-08-25 00:00:00
899,3,170,control,2025-08-16 00:00:00
900,1,1385,treatment,2025-11-27 00:00:00
901,2,978,control,2025-11-15 00:00:00
902,2,348,control,2026-07-01 00:00:00
903,2,1719,treatment,2025-07-07 00:00:00
904,2,1677,treatment,2025-06-19 00:00:00
905,3,1784,control,2025-09-03 00:00:00
906,3,1350,treatment,2026-03-08 00:00:00
907,3,800,control,2026-06-08 00:00:00
908,3,1077,control,2025-08-27 00:00:00
909,2,1347,control,2025-06-21 00:00:00
910,3,67,treatment,2026-01-02 00:00:00
911,2,511,control,2025-09-02 00:00:00
912,1,754,treatment,2025-12-18 00:00:00
913,2,1021,control,2025-07-05 00:00:00
914,3,364,control,2025-08-21 00:00:00
915,3,1028,control,2025-08-29 00:00:00
916,1,1745,treatment,2025-05-24 00:00:00
917,3,96,control,2025-08-24 00:00:00
918,3,1391,treatment,2026-02-11 00:00:00
919,1,173,control,2026-01-08 00:00:00
920,1,608,treatment,2026-04-01 00:00:00
921,2,1229,control,2026-06-13 00:00:00
922,1,237,treatment,2026-08-02 00:00:00
923,1,791,control,2026-09-07 00:00:00
924,3,606,treatment,2026-07-29 00:00:00
925,2,288,control,2025-07-11 00:00:00
926,2,397,treatment,2026-01-26 00:00:00
927,1,409,treatment,2026-05-31 00:00:00
928,2,1571,treatment,2025-06-28 00:00:00
929,1,1760,treatment,2025-05-27 00:00:00
930,2,1582,treatment,2026-04-16 00:00:00
931,3,795,treatment,2025-09-03 00:00:00
932,2,1588,treatment,2026-02-01 00:00:00
933,1,1600,treatment,2026-06-18 00:00:00
934,1,100,treatment,2026-05-29 00:00:00
935,3,1189,treatment,2026-06-08 00:00:00
936,3,1225,control,2026-03-14 00:00:00
937,3,1238,treatment,2025-08-30 00:00:00
938,1,404,control,2026-05-06 00:00:00
939,1,1184,control,2025-09-10 00:00:00
940,2,1163,control,2026-03-29 00:00:00
941,2,1419,treatment,2025-07-01 00:00:00
942,3,681,control,2026-05-20 00:00:00
943,3,412,treatment,2026-06-27 00:00:00
944,2,725,control,2026-05-31 00:00:00
945,3,526,control,2025-11-08 00:00:00
946,1,265,control,2025-06-03 00:00:00
947,1,652,control,2026-01-03 00:00:00
948,1,1793,control,2026-02-11 00:00:00
949,1,368,control,2025-12-31 00:00:00
950,3,1092,treatment,2026-06-25 00:00:00
951,1,439,treatment,2025-12-04 00:00:00
952,3,1621,control,2025-11-12 00:00:00
953,3,483,control,2025-09-02 00:00:00
954,3,1447,treatment,2025-08-30 00:00:00
955,2,1209,control,2025-10-21 00:00:00
956,2,654,treatment,2025-10-07 00:00:00
957,3,617,treatment,2025-12-08 00:00:00
958,1,1518,control,2026-07-31 00:00:00
959,1,608,control,2026-03-24 00:00:00
960,1,1284,treatment,2026-07-29 00:00:00
961,3,787,control,2026-07-22 00:00:00
962,2,497,treatment,2026-03-24 00:00:00
963,2,1303,treatment,2026-07-05 00:00:00
964,2,261,treatment,2025-08-17 00:00:00
965,2,749,control,2025-12-10 00:00:00
966,1,348,control,2026-07-12 00:00:00
967,2,1280,treatment,2026-02-12 00:00:00
968,1,1231,treatment,2026-07-11 00:00:00
969,2,512,treatment,2026-07-20 00:00:00
970,2,777,control,2025-06-17 00:00:00
971,3,1247,treatment,2025-08-28 00:00:00
972,1,547,treatment,2025-11-18 00:00:00
973,3,719,treatment,2026-01-01 00:00:00
974,2,1381,control,2026-06-14 00:00:00
975,1,710,control,2025-09-06 00:00:00
976,1,1763,treatment,2026-01-12 00:00:00
977,1,227,treatment,2026-08-05 00:00:00
978,2,1617,treatment,2025-09-13 00:00:00
979,2,815,control,2026-08-17 00:00:00
980,3,953,treatment,2025-08-30 00:00:00
981,3,757,control,2026-07-18 00:00:00
982,1,1660,control,2026-02-11 00:00:00
983,1,1262,control,2026-09-01 00:00:00
984,1,1290,treatment,2026-08-20 00:00:00
985,1,1428,control,2026-04-05 00:00:00
986,2,785,treatment,2026-08-29 00:00:00
987,1,330,treatment,2025-08-30 00:00:00
988,2,1142,treatment,2026-03-29 00:00:00
989,3,351,control,2025-11-16 00:00:00
990,3,1428,treatment,2026-04-12 00:00:00
991,2,1275,control,2025-09-17 00:00:00
992,1,270,treatment,2025-10-26 00:00:00
993,2,102,control,2026-04-16 00:00:00
994,1,1251,control,2026-09-06 00:00:00
995,1,478,control,2025-09-02 00:00:00
996,3,370,treatment,2025-08-15 00:00:00
997,1,1459,treatment,2025-11-28 00:00:00
998,3,1034,control,2025-09-30 00:00:00
999,1,1431,control,2025-06-27 00:00:00
1000,3,336,treatment,2025-09-24 00:00:00
1001,2,810,control,2025-11-06 00:00:00
1002,3,937,control,2026-01-31 00:00:00
1003,1,1160,treatment,2025-12-26 00:00:00
1004,2,1009,treatment,2025-11-26 00:00:00
1005,2,1126,control,2025-06-29 00:00:00
1006,2,80,control,2026-08-23 00:00:00
1007,1,222,control,2026-05-05 00:00:00
1008,2,1679,control,2025-07-04 00:00:00
1009,3,1785,treatment,2026-02-26 00:00:00
1010,1,103,treatment,2026-04-26 00:00:00
1011,1,734,control,2026-02-07 00:00:00
1012,2,1506,control,2025-06-21 00:00:00
1013,3,487,treatment,2026-07-24 00:00:00
1014,2,726,treatment,2025-07-29 00:00:00
1015,3,1090,control,2025-08-19 00:00:00
1016,2,106,control,2025-07-01 00:00:00
1017,2,370,treatment,2025-07-06 00:00:00
1018,2,1277,treatment,2026-07-18 00:00:00
1019,2,202,control,2026-01-06 00:00:00
1020,3,997,control,2025-08-20 00:00:00
1021,3,153,treatment,2026-09-02 00:00:00
1022,3,1589,treatment,2026-01-04 00:00:00
1023,1,1074,treatment,2026-06-25 00:00:00
1024,3,1313,treatment,2025-08-22 00:00:00
1025,3,602,control,2025-08-17 00:00:00
1026,2,1394,control,2026-04-06 00:00:00
1027,3,779,control,2025-08-14 00:00:00
1028,2,683,control,2025-06-22 00:00:00
1029,3,1633,treatment,2025-08-31 00:00:00
1030,3,1099,treatment,2025-12-23 00:00:00
1031,1,1586,treatment,2026-04-08 00:00:00
1032,1,207,control,2025-07-04 00:00:00
1033,1,1636,treatment,2026-08-06 00:00:00
1034,3,1333,treatment,2025-08-26 00:00:00
1035,2,728,control,2025-08-25 00:00:00
1036,3,494,control,2026-04-18 00:00:00
1037,3,1430,control,2026-04-28 00:00:00
1038,3,1247,control,2025-08-22 00:00:00
1039,1,1725,treatment,2025-09-02 00:00:00
1040,2,1364,treatment,2025-10-15 00:00:00
1041,2,710,treatment,2025-09-11 00:00:00
1042,3,1326,control,2026-04-05 00:00:00
1043,3,58,control,2026-03-18 00:00:00
1044,2,1407,treatment,2026-04-02 00:00:00
1045,3,1736,treatment,2025-09-03 00:00:00
1046,2,116,control,2025-12-22 00:00:00
1047,1,182,treatment,2025-06-22 00:00:00
1048,1,1140,treatment,2026-01-07 00:00:00
1049,2,139,treatment,2026-08-05 00:00:00
1050,2,1626,control,2026-08-15 00:00:00
1051,3,1130,control,2025-08-16 00:00:00
1052,1,1719,control,2025-07-10 00:00:00
1053,3,266,control,2025-08-15 00:00:00
1054,3,928,control,2026-07-17 00:00:00
1055,2,879,control,2026-04-20 00:00:00
1056,1,366,control,2025-12-25 00:00:00
1057,2,835,treatment,2025-06-24 00:00:00
1058,1,574,control,2025-06-13 00:00:00
1059,3,557,treatment,2025-09-02 00:00:00
1060,3,1668,control,2026-01-06 00:00:00
1061,3,1701,treatment,2026-03-01 00:00:00
1062,2,211,treatment,2025-11-29 00:00:00
1063,3,77,control,2025-10-21 00:00:00
1064,3,1332,control,2026-03-12 00:00:00
1065,1,1753,control,2025-08-13 00:00:00
1066,2,1001,control,2025-07-31 00:00:00
1067,1,685,treatment,2025-08-24 00:00:00
1068,2,1633,treatment,2025-07-04 00:00:00
1069,1,123,control,2025-10-19 00:00:00
1070,3,213,control,2026-05-15 00:00:00
1071,2,266,control,2025-06-21 00:00:00
1072,1,829,treatment,2025-05-29 00:00:00
1073,1,829,control,2025-06-14 00:00:00
1074,3,228,treatment,2025-08-31 00:00:00
1075,3,1261,treatment,2025-08-18 00:00:00
1076,2,717,treatment,2025-11-11 00:00:00
1077,1,328,treatment,2026-03-25 00:00:00
1078,1,315,treatment,2025-04-27 00:00:00
1079,3,309,control,2026-06-28 00:00:00
1080,1,1482,treatment,2026-08-30 00:00:00
1081,3,1765,treatment,2026-04-17 00:00:00
1082,2,425,control,2025-11-14 00:00:00
1083,1,657,control,2026-04-09 00:00:00
1084,1,1205,control,2025-11-04 00:00:00
1085,3,218,treatment,2025-08-30 00:00:00
1086,1,658,control,2025-09-17 00:00:00
1087,3,326,control,2025-12-10 00:00:00
1088,2,1636,treatment,2026-08-05 00:00:00
1089,3,1121,control,2025-12-17 00:00:00
1090,3,417,control,2025-09-06 00:00:00
1091,3,383,control,2026-09-03 00:00:00
1092,3,1541,treatment,2026-05-30 00:00:00
1093,3,662,treatment,2026-01-11 00:00:00
1094,2,421,control,2026-02-26 00:00:00
1095,2,1089,treatment,2026-06-05 00:00:00
1096,1,652,control,2026-01-11 00:00:00
1097,2,766,control,2026-03-19 00:00:00
1098,1,1161,treatment,2026-02-13 00:00:00
1099,3,619,control,2026-07-31 00:00:00
1100,2,677,treatment,2025-12-14 00:00:00
1101,3,706,treatment,2025-09-04 00:00:00
1102,2,1714,control,2025-07-29 00:00:00
1103,1,1042,treatment,2025-11-24 00:00:00
1104,2,45,treatment,2025-06-23 00:00:00
1105,3,1561,treatment,2025-12-27 00:00:00
1106,3,69,treatment,2026-02-24 00:00:00
1107,3,277,treatment,2026-04-03 00:00:00
1108,2,3,control,2025-12-25 00:00:00
1109,3,603,control,2026-08-13 00:00:00
1110,3,1000,control,2026-05-22 00:00:00
1111,2,1748,control,2026-07-17 00:00:00
1112,2,198,treatment,2026-06-30 00:00:00
1113,3,740,treatment,2026-05-04 00:00:00
1114,2,1157,treatment,2025-12-23 00:00:00
1115,2,184,treatment,2026-06-12 00:00:00
1116,1,1303,treatment,2026-07-07 00:00:00
1117,3,429,control,2025-09-01 00:00:00
1118,2,890,treatment,2025-07-05 00:00:00
1119,2,309,treatment,2026-06-27 00:00:00
1120,2,986,control,2026-07-02 00:00:00
1121,2,1559,treatment,2026-03-31 00:00:00
1122,2,1061,treatment,2026-03-29 00:00:00
1123,1,914,treatment,2026-07-06 00:00:00
1124,2,731,control,2025-06-24 00:00:00
1125,2,101,treatment,2025-06-22 00:00:00
1126,2,62,control,2025-09-21 00:00:00
1127,3,1112,control,2026-05-27 00:00:00
1128,3,968,treatment,2026-01-03 00:00:00
1129,3,934,treatment,2025-11-14 00:00:00
1130,3,448,treatment,2025-08-15 00:00:00
1131,2,1517,control,2026-05-18 00:00:00
1132,2,1486,treatment,2025-07-05 00:00:00
1133,2,1095,treatment,2026-02-19 00:00:00
1134,1,697,treatment,2026-01-19 00:00:00
1135,1,1371,control,2026-08-18 00:00:00
1136,1,309,control,2026-06-29 00:00:00
1137,2,976,treatment,2025-06-27 00:00:00
1138,1,1605,control,2025-08-02 00:00:00
1139,3,237,treatment,2026-07-31 00:00:00
1140,3,618,control,2026-05-21 00:00:00
1141,2,842,control,2026-03-07 00:00:00
1142,3,865,control,2025-08-22 00:00:00
1143,2,385,treatment,2026-04-13 00:00:00
1144,2,986,control,2026-07-01 00:00:00
1145,1,1228,treatment,2025-05-08 00:00:00
1146,3,1285,treatment,2026-06-25 00:00:00
1147,1,680,treatment,2025-06-01 00:00:00
1148,2,1561,control,2025-12-23 00:00:00
1149,1,727,treatment,2025-11-05 00:00:00
1150,2,1286,treatment,2026-02-03 00:00:00
1151,3,116,control,2025-12-27 00:00:00
1152,2,302,treatment,2026-01-09 00:00:00
1153,3,467,treatment,2025-11-23 00:00:00
1154,1,1772,treatment,2026-04-30 00:00:00
1155,2,874,treatment,2025-12-20 00:00:00
1156,3,92,treatment,2025-08-18 00:00:00
1157,2,1012,treatment,2026-06-30 00:00:00
1158,2,1090,control,2025-07-22 00:00:00
1159,3,508,treatment,2026-04-20 00:00:00
1160,2,1417,treatment,2025-08-18 00:00:00
1161,2,645,treatment,2025-07-24 00:00:00
1162,3,1378,treatment,2025-09-19 00:00:00
1163,3,673,control,2026-06-24 00:00:00
1164,2,14,control,2025-11-29 00:00:00
1165,3,314,control,2025-08-20 00:00:00
1166,3,1397,treatment,2026-01-14 00:00:00
1167,3,1219,treatment,2026-06-18 00:00:00
1168,1,669,treatment,2025-05-02 00:00:00
1169,2,654,control,2025-10-15 00:00:00
1170,3,922,control,2025-08-24 00:00:00
1171,3,200,control,2026-06-05 00:00:00
1172,1,385,control,2026-03-30 00:00:00
1173,2,1379,control,2025-09-19 00:00:00
1174,3,1584,treatment,2025-08-21 00:00:00
1175,2,1197,treatment,2026-03-12 00:00:00
1176,1,1753,control,2025-08-13 00:00:00
1177,3,368,control,2025-12-20 00:00:00
1178,2,912,treatment,2025-08-22 00:00:00
1179,3,141,treatment,2025-08-25 00:00:00
1180,1,1438,control,2025-08-24 00:00:00
1181,2,13,treatment,2025-10-26 00:00:00
1182,2,978,control,2025-11-05 00:00:00
1183,1,1512,treatment,2025-10-11 00:00:00
1184,3,753,control,2025-08-28 00:00:00
1185,2,1197,treatment,2026-03-07 00:00:00
1186,2,1147,treatment,2026-08-04 00:00:00
1187,1,1534,treatment,2025-09-26 00:00:00
1188,1,896,treatment,2026-03-03 00:00:00
1189,3,54,treatment,2026-07-10 00:00:00
1190,2,1680,treatment,2025-06-29 00:00:00
1191,1,1470,treatment,2026-06-06 00:00:00
1192,2,569,treatment,2025-07-18 00:00:00
1193,3,1110,control,2026-06-26 00:00:00
1194,3,835,treatment,2025-08-26 00:00:00
1195,2,321,treatment,2026-01-30 00:00:00
1196,1,1108,treatment,2025-10-23 00:00:00
1197,1,572,treatment,2026-06-11 00:00:00
1198,1,701,control,2025-07-15 00:00:00
1199,2,1502,treatment,2026-07-20 00:00:00
1200,3,1238,control,2025-08-14 00:00:00
1201,1,1186,control,2025-06-20 00:00:00
1202,1,1111,treatment,2025-11-10 00:00:00
1203,2,99,treatment,2025-09-16 00:00:00
1204,1,1439,control,2025-08-14 00:00:00
1205,2,437,control,2026-08-07 00:00:00
1206,3,530,treatment,2026-04-14 00:00:00
1207,2,1085,treatment,2025-06-30 00:00:00
1208,1,1150,treatment,2026-03-18 00:00:00
1209,3,624,control,2025-08-21 00:00:00
1210,2,1084,treatment,2026-07-19 00:00:00
1211,1,1399,treatment,2026-08-21 00:00:00
1212,1,1244,control,2026-04-08 00:00:00
1213,1,1093,control,2025-06-15 00:00:00
1214,2,419,treatment,2026-01-08 00:00:00
1215,1,977,treatment,2025-08-14 00:00:00
1216,2,1082,treatment,2026-09-06 00:00:00
1217,2,1532,control,2026-04-24 00:00:00
1218,3,1052,control,2026-01-05 00:00:00
1219,3,1467,treatment,2025-11-30 00:00:00
1220,3,1795,control,2026-04-30 00:00:00
1221,1,1282,treatment,2026-06-11 00:00:00
1222,2,770,control,2025-07-17 00:00:00
1223,3,170,control,2025-08-21 00:00:00
1224,2,718,treatment,2026-01-07 00:00:00
1225,3,408,treatment,2025-10-22 00:00:00
1226,2,503,control,2025-11-02 00:00:00
1227,1,482,treatment,2025-10-30 00:00:00
1228,3,1032,control,2026-04-29 00:00:00
1229,3,1171,control,2025-09-01 00:00:00
1230,3,489,control,2025-08-22 00:00:00
1231,3,1671,control,2025-08-30 00:00:00
1232,1,81,treatment,2026-05-10 00:00:00
1233,1,1238,treatment,2025-07-28 00:00:00
